"Country","Year","Data.Daily cigarettes","Data.Percentage.Male","Data.Percentage.Female","Data.Percentage.Total","Data.Smokers.Total","Data.Smokers.Female","Data.Smokers.Male"
"Seychelles","1980","20.9","17.799999","31.1","4.4000001","7191","884","6307"
"Seychelles","1981","20.1","17.6","30.9","4.3000002","7349","905","6444"
"Seychelles","1982","19.6","17.6","30.799999","4.3000002","7554","930","6623"
"Seychelles","1983","19.200001","17.700001","30.9","4.4000001","7776","957","6819"
"Seychelles","1984","18.9","17.700001","31.0","4.4000001","7948","979","6969"
"Seychelles","1985","18.299999","17.6","30.799999","4.4000001","8000","989","7011"
"Seychelles","1986","17.9","17.5","30.700001","4.4000001","7981","993","6987"
"Seychelles","1987","17.6","17.4","30.700001","4.4000001","7905","992","6912"
"Seychelles","1988","17.299999","17.299999","30.6","4.3000002","7796","987","6808"
"Seychelles","1989","16.4","17.1","30.299999","4.3000002","7678","979","6698"
"Seychelles","1990","15.3","16.799999","29.9","4.1999998","7635","976","6659"
"Seychelles","1991","14.3","16.700001","29.6","4.1999998","7719","982","6737"
"Seychelles","1992","13.1","16.5","29.299999","4.0999999","7876","995","6881"
"Seychelles","1993","12.0","16.299999","28.9","4.0","8079","1013","7066"
"Seychelles","1994","11.3","16.299999","28.700001","4.0","8306","1035","7271"
"Seychelles","1995","10.8","16.200001","28.6","4.0","8510","1056","7454"
"Seychelles","1996","10.4","16.1","28.4","4.0","8628","1073","7555"
"Seychelles","1997","9.6999998","15.9","28.1","3.9000001","8662","1081","7582"
"Seychelles","1998","9.0","15.7","27.799999","3.9000001","8673","1086","7587"
"Seychelles","1999","8.5","15.6","27.6","3.9000001","8741","1098","7643"
"Seychelles","2000","8.0","15.5","27.5","3.8","8878","1118","7760"
"Seychelles","2001","7.5999999","15.5","27.5","3.8","9096","1146","7950"
"Seychelles","2002","7.3000002","15.5","27.5","3.8","9386","1182","8203"
"Seychelles","2003","7.1999998","15.6","27.700001","3.9000001","9742","1224","8518"
"Seychelles","2004","7.0999999","15.7","27.9","3.9000001","10107","1261","8846"
"Seychelles","2005","6.9000001","15.8","28.0","3.9000001","10417","1287","9130"
"Seychelles","2006","6.5999999","15.9","28.0","3.9000001","10671","1301","9370"
"Seychelles","2007","6.1999998","15.9","27.9","3.8","10870","1305","9565"
"Seychelles","2008","5.9000001","15.9","27.799999","3.8","11048","1307","9742"
"Seychelles","2009","5.5","15.9","27.700001","3.8","11188","1306","9882"
"Seychelles","2010","5.0999999","15.9","27.6","3.8","11264","1304","9960"
"Seychelles","2011","4.5999999","15.8","27.4","3.7","11303","1306","9997"
"Seychelles","2012","4.1999998","15.7","27.299999","3.7","11319","1311","10008"
"Sierra Leone","1980","7.3000002","18.799999","32.0","6.0","336255","54731","281524"
"Sierra Leone","1981","7.3000002","18.700001","31.799999","6.0","341013","55510","285503"
"Sierra Leone","1982","7.1999998","18.6","31.700001","6.0","345654","56254","289400"
"Sierra Leone","1983","7.0999999","18.6","31.5","6.0","350721","57087","293634"
"Sierra Leone","1984","7.0999999","18.5","31.4","5.9000001","356558","58091","298467"
"Sierra Leone","1985","7.0","18.4","31.200001","5.9000001","363343","59302","304041"
"Sierra Leone","1986","6.9000001","18.299999","31.0","5.9000001","371379","60757","310622"
"Sierra Leone","1987","6.8000002","18.200001","30.799999","5.9000001","380584","62417","318167"
"Sierra Leone","1988","6.6999998","18.1","30.6","5.9000001","389520","63978","325542"
"Sierra Leone","1989","6.5999999","18.0","30.5","5.8000002","396555","65179","331376"
"Sierra Leone","1990","6.5","17.9","30.299999","5.8000002","400500","65911","334589"
"Sierra Leone","1991","6.3000002","17.799999","30.1","5.8000002","400503","66006","334498"
"Sierra Leone","1992","6.1999998","17.700001","30.0","5.8000002","397456","65656","331801"
"Sierra Leone","1993","6.0","17.6","29.799999","5.8000002","392839","65099","327740"
"Sierra Leone","1994","5.9000001","17.5","29.6","5.6999998","388511","64555","323957"
"Sierra Leone","1995","5.6999998","17.4","29.5","5.6999998","385882","64220","321662"
"Sierra Leone","1996","5.5","17.4","29.4","5.6999998","385045","64118","320926"
"Sierra Leone","1997","5.3000002","17.299999","29.200001","5.6999998","384803","64705","320098"
"Sierra Leone","1998","5.0","17.200001","29.1","5.6999998","387664","65453","322211"
"Sierra Leone","1999","4.8000002","17.200001","29.0","5.6999998","394466","66753","327713"
"Sierra Leone","2000","4.5999999","17.200001","29.0","5.6999998","405604","68709","336895"
"Sierra Leone","2001","4.4000001","17.200001","29.0","5.6999998","421726","71405","350321"
"Sierra Leone","2002","4.3000002","17.200001","29.1","5.6999998","442591","74697","367894"
"Sierra Leone","2003","4.3000002","17.299999","29.200001","5.6999998","466040","78405","387635"
"Sierra Leone","2004","4.3000002","17.299999","29.299999","5.6999998","489179","82054","407125"
"Sierra Leone","2005","4.3000002","17.4","29.4","5.6999998","510220","85377","424843"
"Sierra Leone","2006","4.3000002","17.4","29.5","5.6999998","528518","88339","440179"
"Sierra Leone","2007","4.4000001","17.5","29.6","5.8000002","544342","91074","453268"
"Sierra Leone","2008","4.4000001","17.5","29.6","5.8000002","558257","93740","464517"
"Sierra Leone","2009","4.4000001","17.5","29.5","5.9000001","570904","97623","473281"
"Sierra Leone","2010","4.4000001","17.6","29.5","6.0","584630","100501","484129"
"Sierra Leone","2011","4.4000001","17.6","29.5","6.0","598997","103460","495537"
"Sierra Leone","2012","4.5","17.6","29.5","6.0","614196","106531","507666"
"Singapore","1980","28.700001","17.4","29.4","4.9000001","306001","42838","263163"
"Singapore","1981","27.799999","17.200001","29.200001","4.9000001","310001","43135","266865"
"Singapore","1982","27.200001","17.0","29.0","4.8000002","313317","43268","270049"
"Singapore","1983","26.6","16.9","28.799999","4.6999998","316176","43285","272891"
"Singapore","1984","26.0","16.700001","28.6","4.5999999","318636","43186","275450"
"Singapore","1985","25.5","16.6","28.4","4.5","321563","43127","278436"
"Singapore","1986","25.200001","16.5","28.299999","4.4000001","325564","43185","282379"
"Singapore","1987","24.799999","16.4","28.200001","4.3000002","329149","43001","286148"
"Singapore","1988","24.6","16.200001","28.0","4.1999998","322394","41951","280443"
"Singapore","1989","24.200001","16.0","27.799999","4.0999999","326062","41724","284338"
"Singapore","1990","23.799999","15.9","27.700001","4.0","335721","42266","293455"
"Singapore","1991","23.5","15.8","27.5","3.9000001","340206","42277","297929"
"Singapore","1992","23.200001","15.7","27.4","3.8","344468","42224","302245"
"Singapore","1993","22.9","15.5","27.299999","3.7","347795","41971","305824"
"Singapore","1994","22.6","15.3","27.1","3.5999999","350358","41616","308743"
"Singapore","1995","22.299999","15.1","26.799999","3.5","352461","41192","311269"
"Singapore","1996","22.1","14.9","26.6","3.4000001","354775","40858","313917"
"Singapore","1997","21.9","14.7","26.200001","3.4000001","356155","41214","314940"
"Singapore","1998","21.9","14.5","25.799999","3.3","358465","41804","316660"
"Singapore","1999","22.1","14.2","25.299999","3.4000001","358544","42937","315606"
"Singapore","2000","22.1","14.0","24.799999","3.4000001","358342","44294","314048"
"Singapore","2001","22.200001","13.8","24.4","3.5","361075","46307","314769"
"Singapore","2002","22.200001","13.7","24.1","3.5999999","364384","48313","316071"
"Singapore","2003","22.1","13.5","23.700001","3.5999999","368920","50383","318537"
"Singapore","2004","21.9","13.4","23.4","3.7","373250","52539","320711"
"Singapore","2005","21.4","13.4","23.299999","3.7","381135","54396","326739"
"Singapore","2006","20.9","13.3","23.200001","3.8","390141","56575","333566"
"Singapore","2007","20.299999","13.3","23.200001","3.8","389606","57065","332541"
"Singapore","2008","19.799999","13.3","23.1","3.8","397983","58752","339231"
"Singapore","2009","19.4","13.3","23.1","3.9000001","411305","61359","349946"
"Singapore","2010","18.9","13.2","23.1","3.9000001","416365","62180","354185"
"Singapore","2011","18.5","13.2","23.0","3.8","419092","62389","356704"
"Singapore","2012","18.1","13.1","22.9","3.8","422659","62902","359757"
"Slovakia","1980","25.9","24.4","34.400002","15.0","897431","284145","613286"
"Slovakia","1981","25.799999","24.4","34.400002","14.9","901577","284384","617192"
"Slovakia","1982","25.799999","24.299999","34.400002","14.8","905270","284537","620733"
"Slovakia","1983","25.799999","24.299999","34.5","14.7","908874","284691","624183"
"Slovakia","1984","25.799999","24.299999","34.5","14.7","912804","285332","627472"
"Slovakia","1985","25.799999","24.200001","34.5","14.6","916893","286480","630413"
"Slovakia","1986","25.799999","24.200001","34.5","14.6","920886","287730","633156"
"Slovakia","1987","25.9","24.1","34.400002","14.6","925276","289158","636118"
"Slovakia","1988","25.9","24.1","34.400002","14.5","930483","290807","639676"
"Slovakia","1989","25.9","24.0","34.299999","14.5","936319","292432","643887"
"Slovakia","1990","25.9","24.0","34.299999","14.4","942685","294164","648521"
"Slovakia","1991","25.9","24.0","34.400002","14.4","951772","296463","655309"
"Slovakia","1992","25.9","24.0","34.5","14.4","963764","299518","664247"
"Slovakia","1993","25.9","24.1","34.599998","14.4","977196","303167","674029"
"Slovakia","1994","25.9","24.200001","34.900002","14.4","991971","306803","685168"
"Slovakia","1995","25.799999","24.299999","35.099998","14.4","1006906","310219","696687"
"Slovakia","1996","25.799999","24.5","35.400002","14.4","1021509","313445","708065"
"Slovakia","1997","25.9","24.4","35.099998","14.5","1028186","318032","710153"
"Slovakia","1998","26.0","24.299999","34.900002","14.6","1033918","321573","712345"
"Slovakia","1999","26.1","24.299999","34.799999","14.6","1040152","324658","715494"
"Slovakia","2000","26.200001","24.200001","34.700001","14.6","1046701","327337","719365"
"Slovakia","2001","26.4","24.200001","34.599998","14.5","1052854","329592","723262"
"Slovakia","2002","26.5","24.1","34.5","14.5","1057945","331960","725985"
"Slovakia","2003","26.700001","24.0","34.200001","14.6","1061157","335111","726046"
"Slovakia","2004","27.200001","23.700001","33.400002","14.8","1057072","343729","713343"
"Slovakia","2005","27.6","23.5","32.599998","15.1","1052168","351600","700568"
"Slovakia","2006","28.1","23.0","31.9","14.9","1039228","349008","690220"
"Slovakia","2007","28.700001","22.6","31.200001","14.6","1025461","345038","680423"
"Slovakia","2008","29.200001","22.200001","30.700001","14.4","1014590","341020","673570"
"Slovakia","2009","29.700001","22.0","30.4","14.2","1008540","338146","670395"
"Slovakia","2010","29.799999","22.1","30.5","14.2","1014609","339581","675028"
"Slovakia","2011","29.700001","22.200001","30.700001","14.3","1023995","342021","681974"
"Slovakia","2012","29.700001","22.4","31.0","14.4","1035400","344950","690450"
"Slovenia","1980","34.799999","30.299999","37.799999","23.6","426184","175134","251050"
"Slovenia","1981","34.400002","29.9","37.200001","23.4","427141","175753","251388"
"Slovenia","1982","34.099998","29.6","36.700001","23.200001","428971","176611","252359"
"Slovenia","1983","33.799999","29.299999","36.200001","23.0","430894","177527","253367"
"Slovenia","1984","33.5","29.0","35.700001","22.799999","432148","178317","253831"
"Slovenia","1985","33.200001","28.6","35.099998","22.6","432272","178740","253532"
"Slovenia","1986","33.0","28.200001","34.5","22.4","430897","178654","252243"
"Slovenia","1987","32.700001","27.700001","33.900002","22.1","428798","178211","250587"
"Slovenia","1988","32.599998","27.299999","33.299999","21.799999","426185","177528","248657"
"Slovenia","1989","32.400002","26.9","32.700001","21.5","423048","176809","246239"
"Slovenia","1990","32.299999","26.5","32.200001","21.299999","420520","176408","244112"
"Slovenia","1991","32.200001","26.200001","31.799999","21.200001","418763","176443","242321"
"Slovenia","1992","32.099998","26.0","31.4","21.1","417040","176666","240374"
"Slovenia","1993","32.0","25.700001","30.799999","21.0","414255","176635","237621"
"Slovenia","1994","31.700001","25.299999","30.299999","20.799999","410746","176254","234491"
"Slovenia","1995","31.5","25.0","29.700001","20.700001","406807","175465","231342"
"Slovenia","1996","31.1","24.6","29.1","20.4","402705","174189","228516"
"Slovenia","1997","30.6","24.299999","28.700001","20.299999","400051","173155","226896"
"Slovenia","1998","30.1","24.0","28.200001","20.0","396774","171672","225102"
"Slovenia","1999","29.6","23.6","27.700001","19.700001","392348","169726","222622"
"Slovenia","2000","29.200001","23.1","27.1","19.4","386973","167572","219400"
"Slovenia","2001","28.9","22.700001","26.5","19.1","381207","165462","215746"
"Slovenia","2002","28.700001","22.200001","25.9","18.700001","375110","163358","211752"
"Slovenia","2003","28.4","21.799999","25.299999","18.4","369674","161520","208154"
"Slovenia","2004","28.1","21.5","24.9","18.299999","367107","161141","205966"
"Slovenia","2005","27.700001","21.299999","24.6","18.200001","365996","160941","205055"
"Slovenia","2006","27.299999","21.200001","24.6","18.0","365914","159445","206469"
"Slovenia","2007","26.700001","21.200001","24.700001","17.799999","367815","158610","209205"
"Slovenia","2008","25.9","21.4","25.0","17.9","374655","160014","214641"
"Slovenia","2009","25.200001","21.799999","25.6","18.200001","384272","162563","221709"
"Slovenia","2010","24.9","22.0","25.799999","18.299999","388580","163852","224727"
"Slovenia","2011","24.799999","22.1","25.9","18.4","391621","164950","226671"
"Slovenia","2012","24.700001","22.200001","26.0","18.5","393481","165707","227773"
"Solomon Islands","1980","5.0","29.0","41.0","16.1","35195","9436","25759"
"Solomon Islands","1981","5.0","29.0","41.0","16.1","36344","9757","26587"
"Solomon Islands","1982","5.0","29.0","41.0","16.1","37470","10077","27393"
"Solomon Islands","1983","5.0","29.0","41.0","16.1","38585","10399","28186"
"Solomon Islands","1984","4.9000001","28.9","41.0","16.1","39746","10735","29011"
"Solomon Islands","1985","4.8000002","28.9","40.900002","16.1","40976","11089","29887"
"Solomon Islands","1986","4.6999998","28.799999","40.799999","16.0","42272","11459","30812"
"Solomon Islands","1987","4.5999999","28.700001","40.700001","16.0","43640","11855","31785"
"Solomon Islands","1988","4.4000001","28.5","40.5","15.9","45075","12272","32803"
"Solomon Islands","1989","4.3000002","28.4","40.400002","15.9","46610","12714","33896"
"Solomon Islands","1990","4.1999998","28.4","40.299999","15.9","48274","13182","35092"
"Solomon Islands","1991","4.0999999","28.4","40.299999","15.8","50032","13661","36371"
"Solomon Islands","1992","4.0","28.299999","40.299999","15.8","51845","14146","37699"
"Solomon Islands","1993","3.9000001","28.299999","40.299999","15.8","53751","14652","39099"
"Solomon Islands","1994","3.9000001","28.4","40.400002","15.8","55751","15165","40585"
"Solomon Islands","1995","3.8","28.4","40.5","15.8","57843","15689","42154"
"Solomon Islands","1996","3.8","28.5","40.700001","15.7","59992","16212","43780"
"Solomon Islands","1997","3.7","28.4","40.5","15.7","61821","16668","45153"
"Solomon Islands","1998","3.7","28.4","40.5","15.6","63812","17175","46637"
"Solomon Islands","1999","3.5999999","28.4","40.5","15.6","65866","17749","48117"
"Solomon Islands","2000","3.5","28.299999","40.5","15.6","67849","18325","49523"
"Solomon Islands","2001","3.4000001","28.299999","40.400002","15.6","69722","18903","50818"
"Solomon Islands","2002","3.3","28.200001","40.200001","15.6","71480","19468","52011"
"Solomon Islands","2003","3.2","28.0","40.099998","15.6","73216","20060","53157"
"Solomon Islands","2004","3.2","27.9","39.900002","15.6","74862","20641","54221"
"Solomon Islands","2005","3.0999999","27.700001","39.599998","15.5","76363","21176","55186"
"Solomon Islands","2006","3.0999999","27.5","39.299999","15.5","77767","21691","56076"
"Solomon Islands","2007","3.2","27.200001","38.799999","15.3","78728","22087","56641"
"Solomon Islands","2008","3.2","26.9","38.400002","15.2","79839","22495","57343"
"Solomon Islands","2009","3.3","26.799999","38.299999","15.2","81538","23040","58497"
"Solomon Islands","2010","3.3","26.799999","38.299999","15.2","83493","23653","59840"
"Solomon Islands","2011","3.4000001","26.799999","38.299999","15.3","85636","24320","61317"
"Solomon Islands","2012","3.4000001","26.799999","38.200001","15.3","87843","24986","62857"
"Somalia","1980","21.799999","11.3","20.1","2.7","386051","47595","338457"
