total_cup_points,species,owner,country_of_origin,farm_name,company,region,producer,number_of_bags,bag_weight,harvest_year,variety,processing_method,aroma,flavor,aftertaste,acidity,body,balance,uniformity,sweetness,moisture,color,altitude_low_meters,altitude_high_meters,altitude_mean_meters
84.25,Arabica,"lin, che-hao krude 林哲豪",Taiwan,馨晴咖啡 good mood coffee,taiwan coffee laboratory,國姓鄉 guoshing township,黃美桃 Huang Mei Tao,10,5 kg,2016,Typica,Washed / Wet,7.92,7.75,7.75,7.67,7.67,7.83,10,10,0.12,Blue-Green,1000,1000,1000
84.25,Arabica,carcafe ltda ci,Colombia,NA,carcafe ltda,nariño,JOSE ALBEIRO GOMEZ,275,70 kg,2016,Caturra,Natural / Dry,7.83,7.58,7.75,7.58,7.67,8,10,10,0.11,Green,2560,2560,2560
84.25,Arabica,juan luis alvarado romero,Guatemala,finca medina,"siembras vision, s.a.",antigua,FINCA MEDINA,230,69 kg,2016,Caturra,Washed / Wet,7.75,7.75,7.58,7.92,7.75,7.75,10,10,0.11,Green,1500,1500,1500
84.17,Arabica,racafe & cia s.c.a,Colombia,NA,racafe & cia s.c.a,huila,La Plata,250,70 kg,2016,Caturra,Washed / Wet,7.83,7.75,7.58,7.67,7.75,7.83,10,10,0,Green,NA,NA,NA
84.17,Arabica,wayner jimenez,Costa Rica,los girasoles,exclusive coffee - costa rica,tarrazu,Los Angeles Micro-Mill (Ricardo Calderón),150,69 kg,2016,Caturra,Washed / Wet,7.92,7.75,7.67,7.67,7.5,7.67,10,10,0.09,Bluish-Green,1700,1700,1700
84.17,Arabica,juan luis alvarado romero,Guatemala,finca la joya,exportcafe,huehuetenango,DARY COLMAN ALVARADO VILLATORO,275,69 kg,2016,Caturra,Washed / Wet,7.75,7.75,7.58,8,7.67,7.83,10,10,0.11,Green,1116.7872,1116.7872,1116.7872
84.17,Arabica,juan luis alvarado romero,Guatemala,santo tomas pachuj,cafcom,solola,FERNANDO FAHSEN,377,69 kg,2016,Caturra,Washed / Wet,7.75,7.92,7.58,7.92,7.67,7.67,10,10,0.1,Green,1565,1565,1565
84.17,Arabica,juan luis alvarado romero,Guatemala,chapultepec,"unex guatemala, s.a.",norte,CHAPULTEPEC,130,69 kg,2016,Bourbon,Washed / Wet,7.58,7.83,7.58,7.83,7.83,7.67,10,10,0.1,Green,3280,3280,3280
84.08,Arabica,"lin, che-hao krude 林哲豪",Taiwan,chang yu liang 張玉良,taiwan coffee laboratory,"nanxi dist., tainan city 臺南市楠西區",CHANG YU LIANG 張玉良,10,20 kg,2016,Typica,Washed / Wet,7.58,7.67,7.67,7.67,7.75,7.83,10,10,0.1,Bluish-Green,968,968,968
84.08,Arabica,juan luis alvarado romero,Guatemala,la esperanza y anexos,"unex guatemala, s.a.",oriente,MARGARITA AVILA DE NUYENS,50,69 kg,2016,Bourbon,Washed / Wet,8,7.75,7.5,7.58,7.92,7.67,10,10,0.1,Green,NA,NA,NA
83.92,Arabica,ipanema coffees,Brazil,capoeirinha,ipanema coffees,south of minas,Ipanema Agricola,320,60 kg,2016,Bourbon,Natural / Dry,7.58,7.67,7.67,7.75,7.58,7.83,10,10,0.11,Green,934,934,934
83.92,Arabica,carcafe ltda ci,Colombia,NA,carcafe ltda,huila,FRANKLIN DUSSAN / HIPOLITO TORRES,250,70 kg,2016,NA,NA,7.75,7.67,7.5,7.75,7.83,7.75,10,10,0.11,Green,442,442,442
83.92,Arabica,almacafe,Colombia,NA,racafe & cia s.c.a,la plata,NA,226,70 kg,2016,NA,NA,7.75,7.58,7.5,7.83,7.75,7.92,10,10,0,NA,NA,NA,NA
83.83,Arabica,racafe & cia s.c.a,Colombia,NA,racafe & cia s.c.a,huila,La Plata,275,70 kg,2016,Caturra,NA,7.83,7.67,7.5,7.75,7.75,7.75,10,10,0,Green,NA,NA,NA
83.83,Arabica,juan luis alvarado romero,Guatemala,finca medina,"siembras vision, s.a.",antigua,FINCA MEDINA,100,69 kg,2016,Bourbon,Washed / Wet,7.75,7.75,7.5,7.75,7.83,7.58,10,10,0.11,Green,1500,1500,1500
83.83,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,優遊吧斯股份有限公司yuyupas international corp.,宸嶧國際,台灣,鄭虞坪,167,30 kg,2016,NA,NA,7.75,7.67,7.5,7.75,7.75,7.67,10,10,0,NA,1200,1200,1200
83.75,Arabica,"lin, che-hao krude 林哲豪",Taiwan,崁頭山咖啡館 (kan tou mountain coffee),taiwan coffee laboratory,"台南市東山區 (dongshan dist., tainan city)",曾如楓 & 郭俊宏 (Tseng Ju Feng & Kuo Jun Hong),10,10 kg,2016,Typica,Natural / Dry,7.67,7.67,7.58,7.58,7.67,7.83,10,10,0,Green,750,750,750
83.75,Arabica,racafe & cia s.c.a,Colombia,NA,racafe & cia s.c.a,huila,La Plata,275,70 kg,2016,NA,Washed / Wet,7.92,7.75,7.5,7.67,7.75,7.5,10,10,0,Green,NA,NA,NA
83.67,Arabica,bismarck castro,Honduras,los hicaques,cigrah s.a de c.v,comayagua,Reinerio Zepeda,285,69 kg,2016,Caturra,Washed / Wet,7.5,7.5,7.67,7.67,8,8,10,10,0.1,Green,1400,1400,1400
83.67,Arabica,"comercial internacional exportadora, s.a.",Nicaragua,santa matilde,"comercial internacional exportadora, s.a.",jinotega,RONALDO LACAYO CARDENAL,275,69 kg,2016,Caturra,Washed / Wet,7.67,7.75,7.67,7.67,7.83,7.58,10,10,0.1,Green,1250,1250,1250
83.67,Arabica,ipanema coffees,Brazil,capoeirinha,ipanema coffees,south of minas,Ipanema Agricola,320,60 kg,2016,Bourbon,Natural / Dry,7.58,7.75,7.58,7.75,7.58,7.58,10,10,0.11,Green,934,934,934
83.58,Arabica,juan luis alvarado romero,Guatemala,finca santa clara,exportcafe,huehuetenango,JUAN RAMIREZ MORALES,275,69 kg,2016,Caturra,Washed / Wet,7.75,7.75,7.5,7.83,7.58,7.58,10,10,0.11,Green,1128.3696,1128.3696,1128.3696
83.58,Arabica,racafe & cia s.c.a,Colombia,NA,racafe & cia s.c.a,huila,La Plata,275,70 kg,2016,Caturra,Washed / Wet,7.75,7.75,7.58,7.58,7.67,7.58,10,10,0.11,Green,NA,NA,NA
83.5,Arabica,carcafe ltda ci,Colombia,NA,carcafe ltda,cundinamarca,Orlando Moreno / Willson Sanchez,50,70 kg,2016,Caturra,Washed / Wet,7.75,7.58,7.58,7.75,7.75,7.5,10,10,0,Bluish-Green,1799,1799,1799
83.5,Arabica,carcafe ltda ci,Colombia,NA,carcafe ltda,pitalito,Mecias Urbano / Yaniver Alvarez,250,70 kg,2016,Caturra,Natural / Dry,7.75,7.58,7.58,7.5,7.75,7.75,10,10,0,Green,1000,1000,1000
83.5,Arabica,juan luis alvarado romero,Guatemala,la esperanza,"unex guatemala, s.a.",oriente,MARGARITA AVILA DE NUYENS,250,69 kg,2016,Bourbon,Washed / Wet,7.67,7.75,7.5,7.83,7.58,7.58,10,10,0.1,Bluish-Green,1219.2,1219.2,1219.2
83.42,Arabica,carcafe ltda ci,Colombia,NA,carcafe ltda,huila,FRANKLIN DUSSAN / HIPOLOTO TORRES,600,29 kg,2016,Caturra,Washed / Wet,7.67,7.67,7.5,7.67,7.67,7.58,10,10,0.11,Green,442,442,442
83.42,Arabica,"ceca, s.a.",Costa Rica,gamboa,"ceca,s.a.",tarrazu,Martin Gutierrez,275,69 kg,2016,Caturra,Washed / Wet,7.58,7.5,7.42,7.92,7.5,7.67,10,10,0.09,Blue-Green,1850,1850,1850
83.42,Arabica,consejo salvadoreño del café,El Salvador,la joya,consejo salvadoreño del café,apaneca,"Ibero El Salvador, S.A. de C.V.",275,69 kg,2016,Bourbon,Washed / Wet,7.58,7.5,7.75,7.58,7.75,7.67,10,10,0.11,NA,1330,1330,1330
83.33,Arabica,exportadora de cafe condor s.a,Colombia,various,exportadora de cafe condor s.a,huila,various,275,70 kg,2016,Caturra,Washed / Wet,7.75,7.5,7.75,7.58,7.58,7.58,10,10,0,NA,1650,1650,1650
83.33,Arabica,racafe & cia s.c.a,Colombia,NA,racafe & cia s.c.a,guayata,NA,130,70 kg,2016,Caturra,Washed / Wet,7.67,7.58,7.58,7.42,7.67,7.75,10,10,0,Blue-Green,NA,NA,NA
83.33,Arabica,racafe & cia s.c.a,Colombia,NA,racafe & cia s.c.a,huila,La Plata,275,70 kg,2016,Caturra,Washed / Wet,7.83,7.58,7.58,7.58,7.5,7.58,10,10,0,Green,NA,NA,NA
83.25,Arabica,troy quimby,Costa Rica,estate la patricia,bold coast coffee,tarrazu,Manuel Montero,29,46 kg,2016,Catuai,Pulped natural / honey,7.5,7.5,7.83,7.5,7.67,7.67,10,10,0.11,Green,1900,1900,1900
83.25,Arabica,juan luis alvarado romero,Guatemala,linda vista,mercon guatemala s.a.,nuevo oriente,PABLO CHUY,275,0 kg,2016,Pacas,Washed / Wet,7.5,7.58,7.42,7.83,7.67,7.58,10,10,0.11,Green,2100,2100,2100
83.25,Arabica,bourbon specialty coffees,Brazil,NA,bourbon specialty coffees,campos altos - cerrado,NA,300,60 kg,2016,NA,NA,7.58,7.67,7.42,7.5,7.67,7.42,10,10,0.12,Green,NA,NA,NA
83.17,Arabica,taylor winch (t) ltd,"Tanzania, United Republic Of",mamsera,volcafe/taylorwinch tanzania ltd,moshi,Mamsera,320,60 kg,2016,Bourbon,Washed / Wet,7.67,7.58,7.42,7.67,7.67,7.58,10,10,0.12,Green,168,168,168
83.17,Arabica,juan luis alvarado romero,Guatemala,finca medina,"siembras vision, s.a.",antigua,FINCA MEDINA,250,1500 kg,2016,Caturra,Washed / Wet,7.67,7.75,7.42,7.75,7.58,7.5,10,10,0.11,Green,1500,1500,1500
83.17,Arabica,cadexsa,Honduras,bethel,cadexsa,marcala,JOSE OMAR ACOSTA,275,69 kg,2016,Catuai,Washed / Wet,7.67,7.67,7.5,7.67,7.5,7.67,10,10,0.11,Blue-Green,1450,1450,1450
83.17,Arabica,consejo salvadoreño del café,El Salvador,agua caliente,consejo salvadoreño del café,apaneca,Ecom Agroindustrial Corp. Ltd.,275,69 kg,2016,Bourbon,Washed / Wet,7.5,7.5,7.33,7.67,8,7.67,10,10,0,Green,1350,1350,1350
83.08,Arabica,carcafe ltda ci,Colombia,NA,carcafe ltda,cundinamarca,Orlando Moreno / Willson Sanchez,275,70 kg,2016,Caturra,Washed / Wet,7.58,7.67,7.33,7.67,7.75,7.58,10,10,0,Green,1799,1799,1799
83.08,Arabica,racafe & cia s.c.a,Colombia,NA,racafe & cia s.c.a,huila,La Plata,275,70 kg,2016,Caturra,Washed / Wet,7.75,7.5,7.5,7.42,8,7.75,10,10,0,Green,NA,NA,NA
83,Arabica,ipanema coffees,Brazil,fazenda capoeirnha,ipanema coffees,south of minas,Ipanema Agricola,320,60 kg,2016,Bourbon,Natural / Dry,7.5,7.58,7.58,7.67,7.58,7.5,10,10,0.11,Green,894,894,894
83,Arabica,ipanema coffees,Brazil,capoeirinha,ipanema coffees,south of minas,Ipanema Agricola,320,60 kg,2016,Bourbon,Natural / Dry,7.5,7.67,7.58,7.67,7.58,7.42,10,10,0.11,Bluish-Green,872,872,872
83,Arabica,carcafe ltda ci,Colombia,NA,carcafe ltda,huila,FRANKLIN DUSSAN / HIPOLITO TORRES,25,70 kg,2016,NA,NA,7.67,7.67,7.33,7.67,7.5,7.58,10,10,0.11,Green,442,442,442
82.92,Arabica,"lin, che-hao krude 林哲豪",Taiwan,shi fang yuan 十方源,taiwan coffee laboratory,"dongshan dist., tainan city 臺南市東山區",Wang Chao Yung 王超永,10,20 kg,2016,Caturra,Natural / Dry,7.17,7.83,7.25,7.67,7.67,7.58,10,10,0.09,Green,350,350,350
82.92,Arabica,cqi taiwan icp cqi台灣合作夥伴,Ethiopia,-,belayneh kindie,"blida,kercha,guji,oromia",-,250,60 kg,2016,Ethiopian Heirlooms,Washed / Wet,7.58,7.58,7.5,7.5,7.58,7.58,10,10,0,Bluish-Green,2000,2000,2000
82.83,Arabica,consejo salvadoreño del café,El Salvador,el barbaro,consejo salvadoreño del café,"el balsamo, quezaltepec","El Barbaro, S.A. de C.V.",275,69 kg,2016,Pacas,Washed / Wet,7.33,7.67,7.67,7.83,7.33,7.67,10,10,0,Green,1250,1250,1250
82.75,Arabica,"lin, che-hao krude 林哲豪",Taiwan,大鋤花間 (hoe vs. flower coffee farm),taiwan coffee laboratory,"台南市東山區( dongshan dist., tainan city)","林俊吉( Lin, Chun-Chi)",8,10 kg,2016,Yellow Bourbon,Natural / Dry,7.83,7.67,7.33,7.67,7.58,7.67,9.33,10,0,Green,650,650,650
82.75,Arabica,"ceca, s.a.",Costa Rica,gamboa,"ceca,s.a.",tarrazu,Martin Gutierrez,250,69 kg,2016,Caturra,Washed / Wet,7.58,7.5,7.42,7.67,7.42,7.5,10,10,0.09,Bluish-Green,1850,1850,1850
82.67,Arabica,ipanema coffees,Brazil,capoeirinha,ipanema coffees,south of minas,Ipanema Agricola,320,60 kg,2016,Bourbon,Natural / Dry,7.5,7.58,7.5,7.67,7.5,7.42,10,10,0.11,Bluish-Green,934,934,934
82.67,Arabica,consejo salvadoreño del café,El Salvador,el barbaro,consejo salvadoreño del café,"el balsamo, quezaltepec","El Barbaro, S.A. de C.V.",275,69 kg,2016,Pacas,Washed / Wet,7.67,7.67,7.67,7.67,7.5,7.67,10,9.33,0,Green,1200,1200,1200
82.67,Arabica,josé luis rojas yeo,Mexico,gabriel bernard rivas ross,finca kassandra,veracruz,Finca Kassandra,8,8 kg,2016,NA,NA,7.5,7.67,7.42,7.75,7.42,7.17,10,10,0.11,Green,1300,1300,1300
82.58,Arabica,"lin, che-hao krude 林哲豪",Taiwan,林園咖啡 lin yuan coffee,taiwan coffee laboratory,國姓鄉 guoshing township,林文弘 Lin Wen Hong,6,5 kg,2016,Typica,Pulped natural / honey,7.67,7.42,7.5,7.42,7.58,7.5,10,10,0.11,Green,1050,1050,1050
82.58,Arabica,gabriel barbara,Brazil,NA,volcafe ltda.,south of minas,NA,198,59 kg,2016,NA,Pulped natural / honey,7.5,7.58,7.42,7.5,7.75,7.33,10,10,0.11,Green,NA,NA,NA
82.58,Arabica,bourbon specialty coffees,Brazil,NA,bourbon specialty coffees,campos altos - cerrado,NA,300,60 kg,2016,NA,NA,7.42,7.42,7.5,7.33,7.25,7.67,10,10,0,Green,NA,NA,NA
82.5,Arabica,juan luis alvarado romero,Guatemala,la esperanza,"unex guatemala, s.a.",oriente,MARGARITA AVILA DE NUYENS,50,69 kg,2016,Bourbon,Washed / Wet,7.5,7.5,7.33,7.5,7.67,7.5,10,10,0.1,Green,1219.2,1219.2,1219.2
82.42,Arabica,juan luis alvarado romero,Guatemala,las merceditas,"unex guatemala, s.a.",san marcos,ANGEL DE LEON,50,69 kg,2016,Bourbon,Washed / Wet,7.67,7.58,7.25,7.67,7.42,7.33,10,10,0.12,Green,1700,1700,1700
82.42,Arabica,racafe & cia s.c.a,Colombia,NA,racafe & cia s.c.a,guayata,NA,43,70 kg,2016,Caturra,Washed / Wet,5.08,7.75,7.83,7.75,7.83,8.08,10,10,0.11,Green,1600,1600,1600
82.42,Arabica,bourbon specialty coffees,Brazil,NA,bourbon specialty coffees,campos altos - cerrado,NA,300,60 kg,2016,NA,NA,7.42,7.5,7.33,7.5,7.25,7.42,10,10,0.11,Green,NA,NA,NA
82.33,Arabica,pedro santos e silva,Brazil,fazenda são pedro,olam,cerrado,Tulio Taft Bovaretto,320,2 kg,2016,Catuai,Natural / Dry,7.33,7.5,7.5,7.33,7.5,7.5,10,10,0.11,Green,982,982,982
82.33,Arabica,ipanema coffees,Brazil,capoeirinha,ipanema coffees,south of minas,Ipanema Agricola,320,60 kg,2016,Bourbon,Natural / Dry,7.5,7.5,7.42,7.5,7.42,7.5,10,10,0.11,Bluish-Green,934,934,934
82.25,Arabica,juan luis alvarado romero,Guatemala,linda vista,mercon guatemala s.a.,nuevo oriente,PABLO CHUY,275,69 kg,2016,Pacas,Washed / Wet,7.67,7.5,7.25,7.67,7.42,7.42,10,10,0.11,Green,1450,1450,1450
82.17,Arabica,ipanema coffees,Brazil,fazenda capoeirnha,ipanema coffees,south of minas,Ipanema Agricola,320,60 kg,2016,Bourbon,Natural / Dry,7.42,7.42,7.5,7.42,7.42,7.5,10,10,0.11,Green,934,934,934
82.08,Arabica,raúl vargas,Colombia,NA,skn caribecafe ltda,huila,NA,275,70 kg,2016,Caturra,Washed / Wet,7.75,7.58,7.42,7.67,7.83,7.58,9.33,10,0,Green,NA,NA,NA
82.08,Arabica,ipanema coffees,Brazil,fazenda capoeirnha,ipanema coffees,south of minas,Ipanema Agricola,320,60 kg,2016,Bourbon,Natural / Dry,7.42,7.58,7.42,7.5,7.42,7.25,10,10,0.11,Green,894,894,894
82,Arabica,bismarck castro,Honduras,las moras,cigrah s.a de c.v,guinope el paraíso,Santos Fonseca,275,69 kg,2016,Caturra,Natural / Dry,7.5,7.5,7.25,7.33,7.42,7.5,10,10,0.1,Green,1600,1600,1600
82,Arabica,ipanema coffees,Brazil,capoeirinha,ipanema coffees,south of minas,Ipanema Agricola,230,60 kg,2016,Bourbon,Natural / Dry,7.5,7.33,7.42,7.5,7.33,7.42,10,10,0.11,Green,944,944,944
81.83,Arabica,troy quimby,Costa Rica,estate la patricia,bold coast coffee,tarrazu,Manuel Montero,15,46 kg,2016,Catuai,Pulped natural / honey,7.25,7.33,7.5,7.33,7.67,7.42,10,10,0,Green,1900,1900,1900
81.83,Arabica,gabriel barbara,Brazil,helena,volcafe ltda.,monte carmelo,Helena Pingnatti Ricci,200,59 kg,2016,Mundo Novo,Natural / Dry,7.42,7.5,7.42,7.5,7.42,7.25,10,10,0.11,Green,973,973,973
81.67,Arabica,cadexsa,Honduras,bethel,cadexsa,marcala,JOSE OMAR ACOSTA,275,69 kg,2016,Catuai,Washed / Wet,7.58,7.5,7.33,7.33,7.42,7.25,10,10,0.11,Blue-Green,1450,1450,1450
81.67,Arabica,taylor winch (coffee) ltd.,"Tanzania, United Republic Of",ngima,volcafe/taylorwinch tanzania ltd,mbinga,Ngima Amcos,320,60 kg,2016,NA,NA,7.17,7.33,7.33,7.42,7.5,7.33,10,10,0,Green,1800,1800,1800
81.67,Arabica,racafe & cia s.c.a,Colombia,NA,racafe & cia s.c.a,la plata,NA,165,70 kg,2016,NA,NA,7.75,7.75,7.75,7.67,5.25,7.83,10,10,0,NA,NA,NA,NA
81.58,Arabica,"lin, che-hao krude 林哲豪",Taiwan,baishengcun coffee 百勝村咖啡莊園,taiwan coffee laboratory,natou county,蘇晉寬 Su Jin Kuan,20,50 kg,2016,Typica,Washed / Wet,7.42,7.42,7.25,7.67,7.33,7.25,10,10,0.1,Blue-Green,800,800,800
81.42,Arabica,juan luis alvarado romero,Guatemala,nueva granada,"agricola nueva granada, s.a.",san marcos,"AGRICOLA NUEVA GRANADA, S.A.",450,69 kg,2016,Catuai,Washed / Wet,7.42,7.33,7.08,7.58,7.33,7.25,10,10,0.1,Green,1371.6,1371.6,1371.6
81.33,Arabica,racafe & cia s.c.a,Colombia,NA,racafe & cia s.c.a,huila,La Plata,230,70 kg,2016,Caturra,Washed / Wet,7.5,7.33,7.33,7.17,7.33,7.42,10,10,0,NA,NA,NA,NA
81.33,Arabica,angel oscar medina rodriguez,Mexico,NA,ac la laja sa de cv,veracruz,Juan Hermilo Sampieri,220,69 kg,2016,NA,NA,7.67,7.42,7,7.42,7.58,7.08,10,10,0.12,Green,1130,1130,1130
81.17,Arabica,"exportadora atlantic, s.a.",Nicaragua,las promesas de san blass,exportadora atlantic s.a,"dipilto, nueva segovia",GONZALO CASTILLO,275,69 kg,2016,NA,Washed / Wet,7.33,7.5,7.17,7.17,7.58,7.17,10,10,0.09,Green,1200,1200,1200
81.08,Arabica,kerchanshe,Ethiopia,NA,kerchanshe trading plc,sidamo,Kerchanshe trading plc,300,60 kg,2016,NA,Natural / Dry,7.42,7.33,7.17,7.33,7.42,7.17,10,10,0.11,NA,NA,NA,NA
81.08,Arabica,gregorio sebba,Brazil,fazenda são josé mirante,garca armazens,alta paulista (sao paulo),José Olavo Boechat,500,60 kg,2016,Mundo Novo,Natural / Dry,7.58,7.42,7.5,7.25,7.75,7.58,9.33,9.33,0.11,Green,695,695,695
81,Arabica,juan luis alvarado romero,Guatemala,chapultepec,"unex guatemala, s.a.",norte,CHAPULTEPEC,120,69 kg,2016,Bourbon,Washed / Wet,7.42,7.25,7.17,7.5,7.25,7.17,10,10,0.09,Green,3280,3280,3280
81,Arabica,racafe & cia s.c.a,Colombia,NA,racafe & cia s.c.a,guayata,NA,43,70 kg,2016,Caturra,Washed / Wet,7.67,7.5,7.42,5.25,7.67,7.75,10,10,0,Green,1600,1600,1600
80.83,Arabica,cqi taiwan icp cqi台灣合作夥伴,Laos,savan coffee bean,宸嶧國際,"paksong,laos","Paksong,Laos",20,50 kg,2016,Catimor,Washed / Wet,7.42,7.33,7.17,7.17,7.17,7.25,10,10,0,Green,1300,1300,1300
80.67,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,胖胖糖,宸嶧國際,taiwan,唐權盛,160,1 kg,2016,Typica,Other,7.33,7.08,7.08,7.08,7.42,7.33,10,10,0,Green,NA,NA,NA
80.58,Arabica,bourbon specialty coffees,Brazil,leticia farm,bourbon specialty coffees,monte carmelo,MAX KEND TAKIUTI E OUTROS,94,60 kg,2016,NA,NA,7.33,7.25,7.33,7.08,7.58,7.25,9.33,10,0.11,Green,NA,NA,NA
80.58,Arabica,"exportadora atlantic, s.a.",Nicaragua,los saltarines,exportadora atlantic s.a,nueva segovia,ADONIS JOSE ORTEZ BELTRAN,275,69 kg,2016,NA,NA,7.08,7.5,7,7.25,7.42,7,10,10,0.11,Green,NA,NA,NA
80.5,Arabica,case noyale ltd,Mauritius,case noyale ltd,compagnie sucrière de bel ombre ltd,chamarel (south west),Case Noyale Ltd,1,2 kg,2016,NA,NA,7.25,7.25,7.17,7.17,7.25,7.17,10,10,0.12,Green,280,280,280
80.42,Arabica,cadexsa,Honduras,bethel,cadexsa,marcala,Jose Omar Acosta,275,69 kg,2016,NA,NA,7.25,7.42,7,7.42,7.33,7,10,10,0.1,Green,1450,1450,1450
80.33,Arabica,simon mahinda,Burundi,NA,sangana commodities k limited,mumirwa,SOGESTAL MUMIRWA,300,60 kg,2016,NA,NA,7.08,7.25,7.17,7.33,7.08,7.08,10,10,0.12,Green,1700,1700,1700
80.25,Arabica,bismarck castro,Honduras,las moras,cigrah s.a de c.v,comayagua,Yamilet Lope,275,69 kg,2016,Caturra,Natural / Dry,7.25,7.25,7,7,7.42,7,10,10,0.1,Green,1400,1400,1400
80.25,Arabica,cafe de don balbino s.c. de r.l. de c.v.,Mexico,cortapico,cafe don balbino s.c. de r.l. de c.v.,sierra madre occidental,Balbino Ramirez Flores,60,69 kg,2016,Caturra,Washed / Wet,7.25,7.17,7,7.33,7.33,7,10,10,0.1,Green,1600,1600,1600
79.75,Arabica,juan luis alvarado romero,Guatemala,la esperanza,"unex guatemala, s.a.",oriente,"AGRICOLA EL PILAR, S.A.",25,69 kg,2016,Bourbon,Washed / Wet,7.5,7.42,7.25,7.58,7.33,7.42,9.33,9.33,0.1,Green,190164,190164,190164
79.67,Arabica,juan luis alvarado romero,Guatemala,la esmeralda,"unex guatemala, s.a.",oriente,JESUS RAMIREZ,25,69 kg,2016,Bourbon,Washed / Wet,7.42,7.42,7.25,7.58,7.42,7.33,9.33,9.33,0.1,Green,1219.2,1219.2,1219.2
79.67,Arabica,consejo salvadoreño del café,El Salvador,la montaña,consejo salvadoreño del café,cacahuatique,Sociedad Cooperativa de Cafetaleros de Ciudad Barrios de R.L.,275,69 kg,2016,Bourbon,Washed / Wet,7.25,7.08,7,6.83,7.33,7.17,10,10,0,Bluish-Green,1250,1250,1250
79.33,Arabica,rre kunene,Cote d?Ivoire,cnra station of divo,royal 1750 coffee,cnra station of divo,CNRA,2,1 kg,2016,NA,Washed / Wet,7.42,7.25,6.83,7,7.33,7.08,9.33,10,0.13,Bluish-Green,200,200,200
79.17,Arabica,juan luis alvarado romero,Guatemala,chapultepec,"unex guatemala, s.a.",occidente,CHAPULTEPEC,250,69 kg,2016,Bourbon,Washed / Wet,7.08,7,6.92,7.42,7,6.92,10,10,0.11,Green,1320,1320,1320
78.83,Arabica,"exportadora atlantic, s.a.",Nicaragua,finca las marías,exportadora atlantic s.a,jalapa,Teófilo Narváez,1,1 kg,2016,Caturra,Other,7.17,7,6.92,7,7,7,10,10,0.1,Green,1100,1100,1100
78.58,Arabica,"exportadora atlantic, s.a.",Nicaragua,los saltarines,exportadora atlantic s.a,nueva segovia,ADONIS JOSE ORTEZ BELTRAN,275,69 kg,2016,NA,NA,7.08,7,6.75,6.83,7.08,6.92,10,10,0.1,Green,NA,NA,NA
78.17,Arabica,sanjava coffee,Indonesia,various,pt. shriya artha nusantara,ijen,vary farms,2,1 kg,2016,Java,Washed / Wet,6.92,6.83,6.92,6.92,6.92,6.83,10,10,0.13,NA,1300,1300,1300
78,Arabica,"lin, che-hao krude 林哲豪",Taiwan,大鋤花間 (hoe vs. flower coffee farm),taiwan coffee laboratory,"台南市東山區( dongshan dist., tainan city)","林俊吉( Lin, Chun-Chi)",8,10 kg,2016,Yellow Bourbon,Washed / Wet,7.5,7.08,7.33,7.17,7.5,7.5,6.67,10,0,Green,650,650,650
77.83,Arabica,"bencafe, s. a.",Nicaragua,el brigadum - la coronela,"beneficiadora norteña de cafe, s. a. (bencafe)",jinotega,MARCIO ALBERTO RIVERA CASTELLON,275,69 kg,2016,NA,NA,7.42,7,7,7.17,7.08,7,9.33,10,0.1,Bluish-Green,1000,1000,1000
76.83,Arabica,joshua marsceau,India,NA,olam japan,chickmangalore,Aspinwall & CO. LTD,20,50 kg,2016,NA,Natural / Dry,7.67,7.33,7.17,6.67,7.17,7.42,9.33,6.67,0,Green,NA,NA,NA
73.5,Arabica,bourbon specialty coffees,Brazil,NA,bourbon specialty coffees,campos altos - cerrado,NA,300,60 kg,2016,NA,NA,7.25,6.58,6.58,7,7,6.42,8,10,0.11,Green,NA,NA,NA
63.08,Arabica,"exportadora atlantic, s.a.",Nicaragua,finca las marías,exportadora atlantic s.a,jalapa,Teófilo Narváez,550,69 kg,2016,Caturra,Other,7.25,6.58,6.33,6.25,6.42,6.08,6,6,0.13,Green,1100,1100,1100
78.75,Robusta,luis robles,Ecuador,robustasa,robustasa,"san juan, playas",Café Robusta del Ecuador S.A.,1,2 kg,2016,NA,NA,7.75,7.58,7.33,7.58,5.08,7.83,10,7.75,0,Blue-Green,NA,NA,NA
78.08,Robusta,luis robles,Ecuador,robustasa,robustasa,"san juan, playas",Café Robusta del Ecuador S.A.,1,2 kg,2016,NA,NA,7.5,7.67,7.75,7.75,5.17,5.25,10,8.42,0,Blue-Green,40,40,40
85.83,Arabica,gonzalo hernandez,Panama,la berlina estate,ce specialty s.a.,boquete,Plinio Ruiz,37,60 kg,2017,Gesha,Washed / Wet,8,8,7.92,8.08,7.83,8,10,10,0.08,Bluish-Green,1600,1600,1600
85.75,Arabica,seid damtew coffee planataion,Ethiopia,seid damtew coffee planation,seid damtew coffee planation,addis ababa,seid damtew coffee export and plantation,320,19200 kg,2017,Caturra,Natural / Dry,7.83,8,7.83,8.17,7.92,8,10,10,0.09,None,NA,NA,NA
84.42,Arabica,aulia arif syahri,Indonesia,darmawi,pt. olam indonesia,sumatra brastagi,Surbakti,200,30 kg,2017,Mandheling,Other,7.67,7.67,7.83,7.58,7.83,7.83,10,10,0,Blue-Green,1400,1400,1400
