"Category","Description","Nutrient Data Bank Number","Data.Alpha Carotene","Data.Beta Carotene","Data.Beta Cryptoxanthin","Data.Carbohydrate","Data.Cholesterol","Data.Choline","Data.Fiber","Data.Lutein and Zeaxanthin","Data.Lycopene","Data.Niacin","Data.Protein","Data.Retinol","Data.Riboflavin","Data.Selenium","Data.Sugar Total","Data.Thiamin","Data.Water","Data.Fat.Monosaturated Fat","Data.Fat.Polysaturated Fat","Data.Fat.Saturated Fat","Data.Fat.Total Lipid","Data.Major Minerals.Calcium","Data.Major Minerals.Copper","Data.Major Minerals.Iron","Data.Major Minerals.Magnesium","Data.Major Minerals.Phosphorus","Data.Major Minerals.Potassium","Data.Major Minerals.Sodium","Data.Major Minerals.Zinc","Data.Vitamins.Vitamin A - RAE","Data.Vitamins.Vitamin B12","Data.Vitamins.Vitamin B6","Data.Vitamins.Vitamin C","Data.Vitamins.Vitamin E","Data.Vitamins.Vitamin K"
"Honey","Honey","19296","0","0","0","82.4","0","2.2","0.2","0","0","0.121","0.3","0","0.038","0.8","82.12","0.0","17.1","0.0","0.0","0.0","0.0","6","0.036","0.42","2","4","52","4","0.22","0","0.0","0.024","0.5","0.0","0.0"
"Jams and preserves","Jams and preserves","19297","0","0","0","68.86","0","10.2","1.1","0","0","0.036","0.37","0","0.076","2.0","48.5","0.016","30.47","0.038","0.0","0.01","0.07","20","0.1","0.49","4","19","77","32","0.06","0","0.0","0.02","8.8","0.12","0.0"
"Jellies","Jellies","19300","0","3","0","69.95","0","10.3","1.0","22","0","0.036","0.15","0","0.026","0.4","51.22","0.001","29.77","0.001","0.004","0.005","0.02","7","0.011","0.19","6","6","54","30","0.03","0","0.0","0.02","0.9","0.0","0.3"
"Marmalade","Marmalade, orange","19303","5","15","38","66.3","0","3.0","0.7","58","0","0.052","0.3","0","0.025","0.6","60.0","0.005","33.2","0.0","0.0","0.0","0.0","38","0.09","0.15","2","4","37","56","0.04","3","0.0","0.019","4.8","0.06","0.0"
"Molasses","Molasses","19304","0","0","0","74.73","0","13.3","0.0","0","0","0.93","0.0","0","0.002","17.8","74.72","0.041","21.87","0.032","0.05","0.018","0.1","205","0.487","4.72","242","31","1464","37","0.29","0","0.0","0.67","0.0","0.0","0.0"
"Pie fillings","Pie fillings, apple, canned","19312","0","10","8","26.1","0","2.8","1.0","11","0","0.035","0.1","0","0.011","0.3","13.8","0.012","73.4","0.0","0.0","0.0","0.1","4","0.055","0.29","2","7","45","47","0.04","2","0.0","0.016","1.7","0.04","0.5"
"Sugars","Sugars, brown","19334","0","0","0","98.09","0","2.3","0.0","0","0","0.11","0.12","0","0.0","1.2","97.02","0.0","1.34","0.0","0.0","0.0","0.0","83","0.047","0.71","9","4","133","28","0.03","0","0.0","0.041","0.0","0.0","0.0"
"Sugars","Sugars, granulated","19335","0","0","0","99.6","0","0.0","0.0","0","0","0.0","0.0","0","0.019","0.6","99.8","0.0","0.02","0.0","0.0","0.0","0.32","1","0.007","0.05","0","0","2","1","0.01","0","0.0","0.0","0.0","0.0","0.0"
"Sugars","Sugars, powdered","19336","0","0","0","99.77","0","0.0","0.0","0","0","0.0","0.0","0","0.019","0.6","97.81","0.0","0.23","0.0","0.0","0.0","0.0","1","0.007","0.06","0","0","2","2","0.01","0","0.0","0.0","0.0","0.0","0.0"
"Sweeteners","Sweeteners, tabletop, aspartame, EQUAL, packets","19337","0","0","0","89.08","0","0.0","0.0","0","0","0.0","2.17","0","0.0","0.5","80.7","0.0","8.75","0.0","0.0","0.0","0.0","0","0.0","0.04","0","0","4","0","0.01","0","0.0","0.0","0.0","0.0","0.0"
"Syrups","Syrups, chocolate, HERSHEY'S Genuine Chocolate Flavored Lite Syrup","19345","0","0","0","34.56","0","0.8","0.0","3","0","0.178","1.4","0","0.04","1.2","28.57","0.008","62.16","0.0","0.0","0.0","0.97","11","0.276","0.0","36","54","187","100","0.48","0","0.0","0.009","0.0","0.01","0.2"
"Syrups","Syrups, chocolate, fudge-type","19348","0","0","0","62.9","1","5.5","2.8","4","0","0.25","4.6","1","0.091","2.3","34.82","0.034","21.8","3.857","0.278","3.98","8.9","49","0.348","1.3","48","97","284","346","0.83","1","0.06","0.02","0.2","2.63","2.5"
"Syrups","Syrups, corn, dark","19349","0","0","0","77.59","0","13.3","0.0","0","0","0.02","0.0","0","0.009","2.9","77.59","0.011","22.01","0.0","0.0","0.0","0.0","18","0.053","0.37","8","11","44","155","0.04","0","0.0","0.009","0.0","0.0","0.0"
"Syrups","Syrups, corn, light","19350","0","0","0","76.79","0","0.0","0.0","0","0","0.0","0.0","0","0.0","0.7","76.77","0.059","22.81","0.0","0.0","0.0","0.2","13","0.0","0.0","1","0","1","62","0.44","0","0.0","0.0","0.0","0.0","0.0"
"Syrups","Syrups, maple","19353","0","0","0","67.04","0","1.6","0.0","0","0","0.081","0.04","0","1.27","0.6","60.46","0.066","32.39","0.011","0.017","0.007","0.06","102","0.018","0.11","21","2","212","12","1.47","0","0.0","0.002","0.0","0.0","0.0"
"Syrups","Syrups, table blends, pancake, with 2% maple","19360","0","0","0","69.6","0","0.0","0.0","0","0","0.003","0.0","0","0.017","0.4","42.0","0.005","30.1","0.032","0.05","0.018","0.1","5","0.045","0.07","2","10","6","61","0.23","0","0.0","0.0","0.0","0.0","0.0"
"Toppings","Toppings, butterscotch or caramel","19364","0","0","0","57.01","0","6.6","0.0","0","0","0.0","1.21","19","0.0","1.3","57.0","0.0","40.63","0.0","0.0","0.0","0.0","49","0.0","0.0","5","39","66","341","0.0","19","0.18","0.0","0.5","0.05","0.0"
"Toppings","Toppings, marshmallow cream","19365","0","0","0","79.0","0","0.1","0.1","0","0","0.076","0.8","0","0.001","1.9","46.8","0.001","19.8","0.08","0.047","0.056","0.3","3","0.095","0.22","2","8","5","80","0.04","0","0.0","0.002","0.0","0.0","0.0"
"Toppings","Toppings, nuts in syrup","19367","0","4","0","58.08","0","11.8","2.3","3","0","0.373","4.5","0","0.12","2.1","36.72","0.18","14.69","4.97","13.73","1.96","22.0","35","0.54","1.05","54","118","151","42","1.05","0","0.0","0.178","0.3","0.23","0.9"
"Candies","Candies, MARS SNACKFOOD US, SKITTLES Original Bite Size Candies","19370","0","0","0","90.78","0","0.0","0.0","1","0","0.007","0.19","0","0.023","1.0","75.84","0.0","3.83","0.0","0.0","4.115","4.37","0","0.036","0.0","1","1","12","15","0.02","0","0.0","0.003","66.8","0.17","1.1"
"Snacks","Snacks, banana chips","19400","32","34","0","58.4","0","21.3","7.7","46","0","0.71","2.3","0","0.017","1.5","35.34","0.085","4.3","1.95","0.63","28.97","33.6","18","0.205","1.25","76","56","536","6","0.75","4","0.0","0.26","6.3","0.24","1.3"
"Snacks","Snacks, granola bars, soft, uncoated, chocolate chip","19404","0","0","0","70.2","0","16.7","3.8","0","0","0.765","5.65","0","0.082","11.1","28.92","0.169","6.45","6.967","1.576","6.061","16.57","41","0.273","2.19","64","176","237","291","1.3","0","0.0","0.066","0.0","0.31","16.4"
"Snack","Snack, potato chips, made from dried potatoes, plain","19410","0","0","0","55.38","0","32.8","2.9","0","0","2.653","4.62","0","0.07","0.4","0.76","0.21","2.37","6.14","15.502","8.643","35.28","17","0.136","0.8","40","110","637","529","0.58","0","0.0","0.493","1.2","13.72","7.2"
"Snacks","Snacks, potato chips, plain, salted","19411","0","0","0","53.83","0","12.1","3.1","0","0","4.762","6.39","0","0.088","2.5","0.33","0.213","1.86","18.963","8.282","3.4","33.98","21","0.234","1.28","63","153","1196","527","1.09","0","0.0","0.531","21.6","10.45","22.1"
"Snacks","Snacks, potato sticks","19415","0","0","0","53.3","0","34.9","3.4","0","0","4.785","6.7","0","0.116","8.1","0.22","0.096","2.2","6.16","17.9","8.88","34.4","18","0.315","2.27","64","172","1237","633","0.99","0","0.0","0.32","47.3","9.11","22.1"
"Cheese puffs and twists","Cheese puffs and twists, corn based, baked, low fat","19434","30","58","0","72.35","1","13.7","3.6","643","0","7.14","8.5","38","0.61","9.6","7.29","0.54","3.0","3.5","5.74","2.1","12.1","357","0.085","1.28","41","357","286","842","2.14","44","0.48","0.71","21.4","4.25","1.1"
"Snacks","Snacks, granola bar, fruit-filled, nonfat","19435","0","12","9","77.6","0","22.6","7.4","113","0","0.4","5.9","0","0.07","8.3","45.24","0.03","13.7","0.24","0.35","0.2","0.9","3","0.234","4.0","50","122","220","16","1.42","1","0.18","1.59","1.7","0.22","1.3"
"Snacks","Snacks, KELLOGG, KELLOGG'S RICE KRISPIES TREATS Squares","19438","0","0","0","80.5","0","0.0","0.0","0","0","9.1","3.4","270","0.8","11.0","19.36","0.7","5.9","2.5","5.1","1.4","9.0","3","0.1","2.2","13","42","39","351","0.5","270","0.0","0.9","0.0","0.0","0.0"
"Snacks","Snacks, KELLOGG, KELLOGG'S, NUTRI-GRAIN Cereal Bars, fruit","19441","4","8","2","67.61","0","11.2","3.0","37","0","19.267","4.22","603","2.067","5.6","28.98","1.153","16.7","1.989","4.544","1.442","8.67","576","0.142","6.14","37","134","247","354","5.24","604","0.0","1.833","7.8","0.93","15.3"
"Snacks","Snacks, taro chips","19524","0","66","37","68.1","0","44.3","7.2","0","0","0.515","2.3","0","0.029","1.8","3.82","0.174","2.0","4.43","12.88","6.43","24.9","60","0.28","1.2","84","131","755","342","0.38","7","0.0","0.438","5.0","11.34","18.0"
"Snacks","Snacks, pretzels, hard, plain, made with enriched flour, unsalted","19814","0","0","0","79.2","0","23.5","2.8","0","0","5.251","9.1","0","0.623","5.8","2.21","0.461","3.3","1.36","1.22","0.75","3.5","36","0.264","4.32","35","113","146","250","0.85","0","0.0","0.116","0.0","0.35","0.9"
"Potato chips","Potato chips, without salt, reduced fat","19823","0","0","0","67.8","0","53.0","6.1","0","0","7.0","7.1","0","0.27","8.1","0.22","0.21","1.0","4.8","10.94","4.16","20.8","21","0.348","1.35","89","193","1744","8","1.01","0","0.0","0.67","25.7","5.47","13.3"
"Snacks","Snacks, tortilla chips, low fat, unsalted","19833","24","37","0","80.1","0","23.4","5.3","507","0","0.42","11.0","0","0.28","15.7","0.85","0.22","1.7","1.66","2.87","0.85","5.7","159","0.11","1.6","97","318","272","15","1.15","4","0.0","0.18","0.2","3.53","20.9"
"Candies","Candies, sugar-coated almonds","19858","0","2","0","68.26","0","26.0","2.5","1","0","1.0","10.0","0","0.27","1.7","62.5","0.05","2.3","12.078","3.904","1.948","17.93","100","0.586","1.9","137","166","255","13","1.56","0","0.0","0.06","0.0","12.36","0.0"
"Candies","Candies, soft fruit and nut squares","19866","0","2","0","73.81","0","5.5","2.4","3","0","0.178","2.31","0","0.039","1.4","45.95","0.047","13.88","1.297","6.84","0.898","9.52","17","0.303","0.93","25","54","82","131","0.53","0","0.0","0.082","0.2","0.1","0.4"
"Sweeteners","Sweeteners, tabletop, sucralose, SPLENDA packets","19868","0","0","0","91.17","0","0.0","0.0","0","0","0.0","0.0","0","0.0","0.0","80.33","0.0","8.83","0.0","0.0","0.0","0.0","0","0.0","0.0","0","0","4","0","0.0","0","0.0","0.0","0.0","0.0","0.0"
"Frozen novelties","Frozen novelties, No Sugar Added, FUDGSICLE pops","19871","0","0","0","23.11","2","11.7","1.5","2","0","0.175","3.67","0","0.23","1.7","5.1","0.07","69.93","0.649","0.149","0.984","1.87","231","0.107","1.58","27","160","253","96","0.55","0","0.07","0.058","0.0","0.3","0.1"
"Candies","Candies, REESE's Fast Break, milk chocolate, peanut butter, soft nougats, candy bar","19896","0","0","0","63.9","9","20.9","3.6","0","0","2.789","8.93","14","0.113","3.7","53.57","0.117","1.66","8.104","4.241","8.036","23.21","36","0.322","0.64","60","156","257","321","1.45","14","0.18","0.061","0.0","2.56","1.8"
"Candies","Candies, chocolate, dark, NFS (45-59% cacao solids 90%; 60-69% cacao solids 5%; 70-85% cacao solids 5%)","19905","7","25","1","59.97","7","27.6","7.2","31","0","0.747","5.09","0","0.051","3.5","46.14","0.026","1.0","9.801","1.107","18.993","32.2","57","1.076","8.13","152","214","568","23","2.11","2","0.23","0.041","0.0","0.55","8.0"
"Candies","Candies, crispy bar with peanut butter filling","19910","0","4","0","55.53","5","28.2","3.3","45","0","3.64","9.53","15","0.1","0.7","40.33","0.13","1.6","10.82","4.68","12.959","31.34","70","0.2","1.3","49","144","295","264","0.99","15","0.15","0.08","0.6","2.77","5.9"
"Sweetener","Sweetener, syrup, agave","19912","0","94","0","76.37","0","13.3","0.2","0","0","0.689","0.09","0","0.165","1.7","68.03","0.122","22.94","0.0","0.0","0.0","0.45","1","0.009","0.09","1","1","4","4","0.01","8","0.0","0.234","17.0","0.98","22.5"
"Candies","Candies, NESTLE, BUTTERFINGER Crisp","19913","0","1","0","68.45","0","13.8","1.7","28","0","2.438","6.67","0","0.094","11.0","48.33","0.133","5.05","4.465","2.17","10.592","18.33","33","0.421","0.6","89","153","429","13","1.23","0","0.05","0.146","0.1","1.31","3.2"
"Candies","Candies, M&M MARS 3 MUSKETEERS Truffle Crisp","19914","0","0","0","63.15","18","36.6","0.0","5","0","0.306","6.41","46","0.239","3.6","57.69","0.089","0.18","5.536","1.091","19.23","28.85","150","0.391","1.88","50","165","296","63","1.83","46","0.6","0.028","0.0","0.6","5.8"
"Syrups","Syrups, chocolate, HERSHEY'S Sugar free, Genuine Chocolate Flavored, Lite Syrup","19916","0","0","0","14.2","0","1.8","2.9","6","0","0.371","2.87","0","0.071","2.0","0.27","0.017","78.89","0.428","0.041","0.746","2.03","0","0.565","2.06","74","113","388","343","0.99","0","0.0","0.018","0.0","0.02","0.4"
"Candies","Candies, M&M MARS Pretzel Chocolate Candies","19917","0","3","0","72.94","13","29.3","2.5","4","0","0.433","5.0","34","0.203","3.3","50.0","0.082","4.84","3.302","1.014","8.986","15.0","50","0.271","0.9","39","135","253","475","1.25","34","0.45","0.032","0.0","0.37","4.7"
"Sweetener","Sweetener, herbal extract powder from Stevia leaf","19918","0","0","0","100.0","0","0.0","0.0","0","0","0.0","0.0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0.0","0.0","0","0","0","0","0.0","0","0.0","0.0","0.0","0.0","0.0"
"Candies","Candies, fruit snacks, with high vitamin C","19919","0","1","3","87.97","0","0.3","0.0","3","0","0.008","0.08","0","0.008","1.1","68.18","0.025","11.84","0.0","0.0","0.0","0.0","0","0.015","0.0","1","3","8","23","0.19","0","0.0","0.001","136.4","0.0","0.0"
"Jams","Jams, preserves, marmalades, sweetened with fruit juice","19920","0","12","0","52.93","0","2.5","0.9","12","0","0.203","0.0","0","0.022","0.8","42.0","0.028","46.84","0.0","0.0","0.0","0.0","11","0.031","0.34","5","6","65","0","0.2","1","0.0","0.012","18.1","0.13","1.0"
"Candies","Candies, Tamarind","19921","0","9","0","91.96","0","4.2","2.5","0","0","0.95","0.0","0","0.085","1.0","78.57","0.212","2.52","0.0","0.0","0.0","0.0","0","0.048","0.0","45","56","309","1643","0.08","1","0.0","0.032","0.0","0.05","1.4"
"Candies","Candies, coconut bar, not chocolate covered","19922","0","0","0","55.87","0","10.0","6.4","0","0","0.445","2.13","0","0.021","8.6","36.16","0.069","13.26","0.328","0.084","25.54","27.65","43","0.36","0.77","27","93","294","128","1.02","0","0.0","0.045","2.7","0.2","0.1"
"Candies","Candies, HERSHEYS, PAYDAY Bar","19923","0","0","0","52.88","0","35.6","3.8","0","0","7.166","13.44","0","0.115","5.1","40.32","0.083","6.97","12.467","4.691","4.806","25.0","94","0.325","1.92","90","197","725","231","1.57","0","0.02","0.235","0.0","2.47","0.0"
"Syrup","Syrup, NESTLE, chocolate","19924","0","0","0","67.21","0","0.9","0.0","3","0","0.173","0.0","0","0.031","1.5","60.0","0.006","31.92","0.0","0.0","0.0","0.0","0","0.308","0.0","40","58","122","150","0.55","0","0.0","0.009","0.0","0.01","0.2"
"Barley","Barley, pearled, raw","20005","0","13","0","77.72","0","37.8","15.6","160","0","4.604","9.91","0","0.114","37.7","0.8","0.191","10.09","0.149","0.56","0.244","1.16","29","0.42","2.5","79","221","280","9","2.13","1","0.0","0.26","0.0","0.02","2.2"
"Barley","Barley, pearled, cooked","20006","0","5","0","28.22","0","13.4","3.8","56","0","2.063","2.26","0","0.062","8.6","0.28","0.083","68.8","0.057","0.214","0.093","0.44","11","0.105","1.33","22","54","93","3","0.82","0","0.0","0.115","0.0","0.01","0.8"
"Buckwheat groats","Buckwheat groats, roasted, cooked","20010","0","0","0","19.94","0","20.1","2.7","60","0","0.94","3.38","0","0.039","2.2","0.9","0.04","75.63","0.188","0.188","0.134","0.62","7","0.146","0.8","51","70","88","4","0.61","0","0.0","0.077","0.0","0.09","1.9"
"Buckwheat flour","Buckwheat flour, whole-groat","20011","0","0","0","70.59","0","54.2","10.0","220","0","6.15","12.62","0","0.19","5.7","2.6","0.417","11.15","0.949","0.949","0.677","3.1","41","0.515","4.06","251","337","577","11","3.12","0","0.0","0.582","0.0","0.32","7.0"
"Bulgur","Bulgur, dry","20012","0","5","0","75.87","0","28.1","12.5","220","0","5.114","12.29","0","0.115","2.3","0.41","0.232","9.0","0.173","0.541","0.232","1.33","35","0.335","2.46","164","300","410","17","1.93","0","0.0","0.342","0.0","0.06","1.9"
"Bulgur","Bulgur, cooked","20013","0","1","0","18.58","0","6.9","4.5","54","0","1.0","3.08","0","0.028","0.6","0.1","0.057","77.76","0.031","0.098","0.042","0.24","10","0.075","0.96","32","40","68","5","0.57","0","0.0","0.083","0.0","0.01","0.5"
"Corn flour","Corn flour, masa, enriched, white","20017","0","2","2","76.59","0","8.6","6.4","6","0","9.932","8.46","0","0.805","10.5","1.61","1.475","9.79","0.997","1.724","0.532","3.69","138","0.209","8.5","93","231","262","5","1.8","0","0.0","0.475","0.0","0.12","0.0"
"Corn flour","Corn flour, masa, unenriched, white","20019","0","2","2","76.59","0","8.6","6.4","6","0","1.634","8.46","0","0.097","10.5","1.61","0.223","9.79","0.997","1.724","0.532","3.69","138","0.209","1.47","93","231","262","5","1.8","0","0.0","0.475","0.0","0.12","0.0"
"Cornmeal","Cornmeal, degermed, enriched, yellow","20022","63","97","0","79.45","0","8.6","3.9","1628","0","4.968","7.11","0","0.382","10.5","1.61","0.551","11.18","0.39","0.828","0.22","1.75","3","0.076","4.36","32","99","142","7","0.66","11","0.0","0.182","0.0","0.12","0.0"
"Cornstarch","Cornstarch","20027","0","0","0","91.27","0","0.4","0.9","0","0","0.0","0.26","0","0.0","2.8","0.0","0.0","8.32","0.016","0.025","0.009","0.05","2","0.05","0.47","3","13","3","9","0.06","0","0.0","0.0","0.0","0.0","0.0"
"Couscous","Couscous, cooked","20029","0","0","0","23.22","0","3.3","1.4","25","0","0.983","3.79","0","0.027","27.5","0.1","0.063","72.57","0.022","0.064","0.029","0.16","8","0.041","0.38","8","22","58","5","0.26","0","0.0","0.051","0.0","0.13","0.1"
"Hominy","Hominy, canned, white","20030","0","0","0","14.26","0","3.1","2.5","30","0","0.033","1.48","0","0.006","3.0","1.51","0.003","82.53","0.231","0.399","0.123","0.88","10","0.03","0.62","16","35","9","267","1.05","0","0.0","0.005","0.3","0.05","0.2"
"Millet","Millet, cooked","20032","0","2","0","23.67","0","11.2","1.3","70","0","1.33","3.51","0","0.082","0.9","0.13","0.106","71.41","0.184","0.508","0.172","1.0","3","0.161","0.63","44","100","62","2","0.91","0","0.0","0.108","0.0","0.02","0.3"
"Oat bran","Oat bran, raw","20033","0","0","0","66.22","0","32.2","15.4","180","0","0.934","17.3","0","0.22","45.2","1.45","1.17","6.55","2.376","2.766","1.328","7.03","58","0.403","5.41","235","734","566","4","3.11","0","0.0","0.165","0.0","1.01","3.2"
"Rice","Rice, brown, long-grain, raw (Includes foods for USDA's Food Distribution Program)","20036","0","0","0","76.25","0","21.5","3.6","0","0","6.494","7.54","0","0.095","17.1","0.66","0.541","11.8","1.054","1.0","0.591","3.2","9","0.302","1.29","116","311","250","5","2.13","0","0.0","0.477","0.0","0.6","0.6"
"Rice","Rice, brown, long-grain, cooked (Includes foods for USDA's Food Distribution Program)","20037","0","0","0","25.58","0","9.2","1.6","0","0","2.561","2.74","0","0.069","5.8","0.24","0.178","70.27","0.369","0.366","0.26","0.97","3","0.106","0.56","39","103","86","4","0.71","0","0.0","0.123","0.0","0.17","0.2"
"Rice","Rice, white, long-grain, regular, raw, enriched","20044","0","0","0","79.95","0","5.8","1.3","0","0","4.192","7.13","0","0.049","15.1","0.12","0.576","11.62","0.206","0.177","0.18","0.66","28","0.22","4.31","25","115","115","5","1.09","0","0.0","0.164","0.0","0.11","0.1"
"Rice","Rice, white, long-grain, regular, enriched, cooked","20045","0","0","0","28.17","0","2.1","0.4","0","0","1.476","2.69","0","0.013","7.5","0.05","0.163","68.44","0.088","0.076","0.077","0.28","10","0.069","1.2","12","43","35","1","0.49","0","0.0","0.093","0.0","0.04","0.0"
"Rice","Rice, white, glutinous, unenriched, cooked","20055","0","0","0","21.09","0","2.1","1.0","0","0","0.29","2.02","0","0.013","5.6","0.05","0.02","76.63","0.07","0.069","0.039","0.19","2","0.049","0.14","5","8","10","5","0.41","0","0.0","0.026","0.0","0.04","0.0"
"Rice flour","Rice flour, white, unenriched","20061","0","0","0","80.13","0","5.8","2.4","0","0","2.59","5.95","0","0.021","15.1","0.12","0.138","11.89","0.442","0.379","0.386","1.42","10","0.13","0.35","35","98","76","0","0.8","0","0.0","0.436","0.0","0.11","0.0"
"Rye flour","Rye flour, medium","20064","0","0","0","75.43","0","20.6","11.8","210","0","1.727","10.88","0","0.114","14.4","1.1","0.287","10.97","0.189","0.695","0.18","1.52","24","0.331","2.54","63","225","374","2","2.17","0","0.0","0.268","0.0","1.43","5.9"
