"State","Year","Population.12-17","Population.18-25","Population.26+","Totals.Alcohol.Use Disorder Past Year.12-17","Totals.Alcohol.Use Disorder Past Year.18-25","Totals.Alcohol.Use Disorder Past Year.26+","Rates.Alcohol.Use Disorder Past Year.12-17","Rates.Alcohol.Use Disorder Past Year.18-25","Rates.Alcohol.Use Disorder Past Year.26+","Totals.Alcohol.Use Past Month.12-17","Totals.Alcohol.Use Past Month.18-25","Totals.Alcohol.Use Past Month.26+","Rates.Alcohol.Use Past Month.12-17","Rates.Alcohol.Use Past Month.18-25","Rates.Alcohol.Use Past Month.26+","Totals.Tobacco.Cigarette Past Month.12-17","Totals.Tobacco.Cigarette Past Month.18-25","Totals.Tobacco.Cigarette Past Month.26+","Rates.Tobacco.Cigarette Past Month.12-17","Rates.Tobacco.Cigarette Past Month.18-25","Rates.Tobacco.Cigarette Past Month.26+","Totals.Illicit Drugs.Cocaine Used Past Year.12-17","Totals.Illicit Drugs.Cocaine Used Past Year.18-25","Totals.Illicit Drugs.Cocaine Used Past Year.26+","Rates.Illicit Drugs.Cocaine Used Past Year.12-17","Rates.Illicit Drugs.Cocaine Used Past Year.18-25","Rates.Illicit Drugs.Cocaine Used Past Year.26+","Totals.Marijuana.New Users.12-17","Totals.Marijuana.New Users.18-25","Totals.Marijuana.New Users.26+","Rates.Marijuana.New Users.12-17","Rates.Marijuana.New Users.18-25","Rates.Marijuana.New Users.26+","Totals.Marijuana.Used Past Month.12-17","Totals.Marijuana.Used Past Month.18-25","Totals.Marijuana.Used Past Month.26+","Rates.Marijuana.Used Past Month.12-17","Rates.Marijuana.Used Past Month.18-25","Rates.Marijuana.Used Past Month.26+","Totals.Marijuana.Used Past Year.12-17","Totals.Marijuana.Used Past Year.18-25","Totals.Marijuana.Used Past Year.26+","Rates.Marijuana.Used Past Year.12-17","Rates.Marijuana.Used Past Year.18-25","Rates.Marijuana.Used Past Year.26+","Totals.Tobacco.Use Past Month.12-17","Totals.Tobacco.Use Past Month.18-25","Totals.Tobacco.Use Past Month.26+","Rates.Tobacco.Use Past Month.12-17","Rates.Tobacco.Use Past Month.18-25","Rates.Tobacco.Use Past Month.26+"
"Montana","2017","75436","110155","702611","2","15","49","0.031361","0.140608","0.069051","10","68","436","0.133334","0.620404","0.620851","4","34","134","0.051232","0.310356","0.191346","0","7","10","0.006517","0.06124","0.013837","4","6","2","0.062353","0.120325","0.007118","7","30","91","0.096465","0.272999","0.129625","11","44","119","0.146924","0.40148","0.169215","5","45","178","0.070971","0.40839","0.252652"
"Nebraska","2017","155993","212817","1206583","3","26","62","0.01864","0.123545","0.051779","15","133","747","0.095273","0.625064","0.618972","4","50","244","0.028358","0.235896","0.202584","1","13","15","0.005424","0.061963","0.012343","8","9","2","0.057555","0.076481","0.003442","10","44","76","0.061555","0.205405","0.062995","19","68","112","0.124589","0.319378","0.093131","6","71","307","0.038861","0.334838","0.254181"
"Nevada","2017","229143","283377","2008499","4","29","105","0.017984","0.102827","0.052526","18","148","1075","0.080631","0.521036","0.535177","6","62","436","0.027882","0.219502","0.217107","1","17","39","0.00542","0.058401","0.019576","11","14","10","0.058347","0.116761","0.009226","21","91","267","0.091651","0.320867","0.133124","33","121","397","0.142657","0.425479","0.197878","10","80","537","0.04216","0.280558","0.267169"
"New Hampshire","2017","94983","141804","933100","2","21","55","0.020045","0.146187","0.059392","11","98","631","0.11661","0.69035","0.676599","4","34","144","0.038419","0.242584","0.154233","1","15","16","0.008039","0.106514","0.017044","6","7","2","0.073432","0.127347","0.00731","8","42","116","0.088416","0.299524","0.124076","15","64","160","0.160653","0.451742","0.171922","5","46","192","0.054933","0.321097","0.205249"
"New Jersey","2017","684290","880024","6010331","10","87","263","0.015016","0.098552","0.043694","75","518","3385","0.110074","0.58886","0.563225","15","185","963","0.021682","0.210556","0.160279","2","38","71","0.00336","0.042682","0.011876","33","41","14","0.049195","0.083851","0.003867","38","186","373","0.056058","0.210821","0.06211","76","299","557","0.110732","0.339563","0.092652","25","249","1167","0.035885","0.283168","0.194215"
"New Mexico","2017","165877","219023","1351993","3","21","66","0.01829","0.096802","0.048953","16","110","678","0.097945","0.502256","0.501354","5","53","287","0.030246","0.244009","0.212032","1","13","22","0.006656","0.058583","0.016567","10","10","5","0.078753","0.096648","0.008694","16","52","157","0.09575","0.239644","0.116167","27","73","225","0.161792","0.333711","0.166579","9","67","348","0.054674","0.304845","0.257641"
"New York","2017","1375507","2093893","13260774","20","188","680","0.014643","0.089665","0.051276","127","1237","7455","0.092295","0.590894","0.562209","29","379","2042","0.021294","0.180957","0.153994","5","144","290","0.003946","0.068801","0.021833","66","88","35","0.052363","0.08363","0.004938","91","507","1035","0.066195","0.242221","0.07808","172","795","1589","0.124914","0.379857","0.11979","49","525","2432","0.0353","0.250641","0.183365"
"North Carolina","2017","791658","1058797","6764669","12","88","312","0.015308","0.082796","0.046064","78","542","3420","0.098682","0.511476","0.505557","25","251","1400","0.031021","0.236788","0.207022","3","51","104","0.004286","0.048597","0.015426","37","40","13","0.051837","0.068604","0.003965","53","204","415","0.066632","0.192401","0.061327","90","323","691","0.113959","0.304962","0.102119","42","334","1724","0.053058","0.315591","0.254926"
"North Dakota","2017","53301","94024","469643","1","12","27","0.02296","0.130674","0.057122","5","65","285","0.100749","0.689185","0.605818","2","24","99","0.04558","0.25491","0.210063","0","4","5","0.004528","0.045218","0.009955","2","4","1","0.040366","0.069308","0.00373","3","16","28","0.049262","0.171216","0.060302","5","26","43","0.097982","0.274887","0.091087","3","31","128","0.062383","0.332281","0.273286"
"Ohio","2017","896066","1210058","7695525","15","126","364","0.016626","0.104382","0.047252","86","687","4218","0.096009","0.567862","0.548114","40","305","1760","0.044348","0.252367","0.228659","4","60","91","0.004419","0.04988","0.011851","43","60","20","0.052745","0.093099","0.004964","55","250","513","0.06161","0.20669","0.066599","105","420","823","0.117222","0.347481","0.106919","57","419","2144","0.06391","0.346548","0.278611"
"Oklahoma","2017","317113","419663","2479838","5","45","140","0.017133","0.108258","0.056516","28","222","1272","0.089061","0.528112","0.51287","14","122","602","0.042736","0.290345","0.242641","2","25","36","0.00507","0.058799","0.014636","14","16","6","0.048708","0.071401","0.004702","17","74","151","0.053081","0.175701","0.060949","34","127","255","0.108478","0.301553","0.102776","17","151","754","0.053999","0.359787","0.30398"
"Oregon","2017","294160","416018","2839447","7","53","199","0.024175","0.12746","0.069935","31","253","1750","0.105851","0.607956","0.616226","10","98","479","0.032532","0.236583","0.168737","2","40","67","0.008032","0.097192","0.023589","16","24","18","0.067544","0.144396","0.014326","29","138","502","0.097064","0.33114","0.176764","47","206","723","0.160899","0.495671","0.254779","14","125","608","0.046037","0.299724","0.214134"
"Pennsylvania","2017","916014","1313052","8642237","15","146","398","0.016268","0.111349","0.045996","85","781","5189","0.093146","0.594778","0.600393","29","299","1770","0.031708","0.227856","0.204847","5","87","139","0.005312","0.065999","0.016128","42","50","13","0.049834","0.077352","0.003782","49","259","603","0.05309","0.197126","0.069782","101","455","986","0.110259","0.346537","0.114066","45","416","2228","0.048861","0.316655","0.257813"
"Rhode Island","2017","73039","125273","711511","1","15","44","0.019159","0.120079","0.061725","8","81","441","0.103914","0.650421","0.619332","2","26","124","0.025547","0.207637","0.17377","0","9","14","0.00562","0.073409","0.019856","4","6","3","0.070659","0.115381","0.010193","6","37","90","0.086116","0.292614","0.126962","11","54","124","0.153632","0.429043","0.173919","3","34","147","0.037936","0.268389","0.20688"
"South Carolina","2017","373712","507495","3345950","6","58","171","0.015778","0.114912","0.051183","34","259","1780","0.091963","0.509475","0.531858","18","125","771","0.04915","0.24652","0.23045","2","32","54","0.004577","0.062379","0.016179","19","20","6","0.05507","0.06891","0.003448","24","97","231","0.063373","0.191819","0.068917","46","150","383","0.123225","0.29495","0.114365","27","158","940","0.071938","0.311614","0.280934"
"South Dakota","2017","68252","92097","550564","2","13","34","0.026041","0.138665","0.061281","7","60","346","0.099862","0.649095","0.628669","3","22","113","0.048845","0.242217","0.205182","0","3","4","0.004264","0.036022","0.008173","3","3","1","0.041656","0.068513","0.003063","4","16","31","0.052592","0.177041","0.055774","7","26","52","0.108297","0.286176","0.095232","5","33","151","0.071701","0.357091","0.274164"
"Tennessee","2017","511356","690281","4443021","9","56","193","0.017355","0.081645","0.043433","48","337","2073","0.093527","0.488417","0.46667","22","174","1009","0.043396","0.251856","0.22711","2","35","69","0.004693","0.050244","0.015475","24","21","5","0.050683","0.055342","0.002688","31","137","314","0.061058","0.198824","0.070664","59","207","473","0.116131","0.299525","0.106386","33","247","1316","0.065229","0.357772","0.296217"
"Texas","2017","2463690","3098890","17545587","32","257","734","0.013058","0.083001","0.04181","202","1557","8941","0.081976","0.502471","0.509575","55","609","3309","0.022437","0.196581","0.188605","11","124","194","0.004422","0.03989","0.011039","102","119","44","0.043725","0.062186","0.003624","119","455","829","0.048153","0.146741","0.047236","244","817","1498","0.099043","0.26359","0.085405","85","773","4059","0.034309","0.249371","0.231352"
"Utah","2017","306536","398120","1780017","5","32","72","0.015126","0.080917","0.040533","16","127","551","0.050921","0.31992","0.309764","6","54","245","0.019786","0.135105","0.137391","2","18","21","0.005203","0.045178","0.011565","10","16","7","0.027886","0.055658","0.003821","14","55","82","0.0446","0.138126","0.046216","27","96","147","0.088126","0.242277","0.082643","9","66","295","0.030848","0.16511","0.165684"
"Vermont","2017","41544","74251","428613","1","11","29","0.029074","0.143437","0.066656","6","52","281","0.152118","0.704855","0.656353","2","22","80","0.054871","0.293175","0.187509","0","8","10","0.008127","0.110644","0.023457","3","4","1","0.095721","0.146633","0.008764","5","28","72","0.126678","0.376687","0.167641","9","38","91","0.206865","0.514363","0.212685","3","28","101","0.072662","0.371633","0.235969"
"Virginia","2017","629286","874127","5542540","10","89","265","0.016261","0.101547","0.047844","57","497","3041","0.091255","0.568139","0.548655","18","202","873","0.027847","0.2313","0.157513","2","45","80","0.003696","0.05195","0.014522","27","29","10","0.046562","0.065005","0.003745","35","170","307","0.056384","0.195027","0.055302","67","275","498","0.106932","0.314793","0.089886","28","270","1121","0.043917","0.309191","0.20219"
"Washington","2017","541234","736912","4970994","13","82","272","0.024861","0.111319","0.054771","60","443","3037","0.111257","0.600807","0.610847","19","144","935","0.03565","0.195498","0.188117","3","50","100","0.006301","0.068516","0.020116","28","44","38","0.062398","0.125148","0.014847","54","224","746","0.099418","0.30444","0.150114","87","328","1052","0.161081","0.445034","0.21163","31","184","1135","0.056573","0.249518","0.228374"
"West Virginia","2017","125736","177588","1238942","2","15","49","0.015742","0.084107","0.039766","12","89","503","0.097199","0.503535","0.406158","7","57","363","0.058204","0.321678","0.293087","1","9","18","0.006142","0.052696","0.014525","6","6","2","0.053111","0.063466","0.003374","8","34","104","0.062507","0.189142","0.083741","14","54","154","0.114211","0.303851","0.124019","10","77","452","0.080567","0.432256","0.36481"
"Wisconsin","2017","443580","622050","3833603","9","91","235","0.021064","0.14584","0.061335","46","412","2460","0.104643","0.661739","0.641599","14","145","756","0.030946","0.233109","0.197289","3","43","67","0.005978","0.069826","0.017382","24","24","7","0.054635","0.07563","0.003909","27","132","277","0.060891","0.212407","0.072197","52","191","423","0.116569","0.306574","0.110369","20","190","934","0.045514","0.305312","0.243669"
"Wyoming","2017","44389","57838","375569","1","6","19","0.026741","0.11135","0.051029","5","32","197","0.103587","0.546971","0.525621","2","17","76","0.047195","0.300664","0.202776","0","2","4","0.005406","0.042253","0.00952","2","2","1","0.052923","0.069724","0.004983","3","10","24","0.063352","0.175659","0.063842","6","18","39","0.125316","0.304004","0.10488","3","22","104","0.067705","0.385035","0.277934"
"Alabama","2018","371033","505103","3225318","6","46","167","0.014954","0.091556","0.051754","31","232","1536","0.082234","0.458341","0.476373","13","111","808","0.035775","0.219098","0.2505","1","21","51","0.003137","0.041327","0.015847","16","19","9","0.046155","0.065405","0.005085","22","93","242","0.057989","0.183446","0.074906","36","152","417","0.097182","0.300108","0.129303","20","155","1012","0.053078","0.306354","0.313648"
"Alaska","2018","57444","71183","455906","1","9","31","0.018621","0.124159","0.06908","5","38","260","0.087305","0.534787","0.570019","2","14","86","0.038547","0.195473","0.188563","0","4","8","0.004665","0.050901","0.017784","4","3","2","0.077775","0.101149","0.012769","5","22","74","0.0854","0.307125","0.162506","10","29","106","0.177482","0.413021","0.233251","4","18","113","0.065626","0.258003","0.24832"
"Arizona","2018","562546","763917","4715857","10","68","212","0.017082","0.088482","0.044944","45","375","2540","0.079122","0.490376","0.538643","10","134","801","0.018109","0.174943","0.169812","3","41","67","0.004839","0.053059","0.014111","30","29","21","0.059971","0.073831","0.008138","34","159","472","0.060367","0.207976","0.100118","71","230","666","0.126965","0.301669","0.141148","16","164","958","0.029289","0.21494","0.203073"
"Arkansas","2018","237382","312348","1949363","4","26","93","0.015611","0.081723","0.047751","20","152","859","0.08406","0.48664","0.440504","8","70","485","0.035561","0.224233","0.248884","1","10","17","0.003627","0.030528","0.008947","11","12","5","0.050178","0.072719","0.005104","14","49","148","0.058163","0.158035","0.076023","27","82","230","0.111994","0.262527","0.117817","13","96","619","0.05473","0.308876","0.317618"
"California","2018","3017701","4174962","25917724","54","439","1586","0.017963","0.105087","0.061192","268","2275","13932","0.088679","0.544955","0.537543","37","553","3196","0.012313","0.132396","0.123298","16","322","572","0.005185","0.077052","0.022073","176","187","119","0.06827","0.08932","0.008406","267","1106","3086","0.088481","0.264822","0.119085","477","1687","4476","0.158231","0.40402","0.172718","77","711","3880","0.025569","0.170364","0.149708"
"Colorado","2018","433719","589317","3782655","9","82","302","0.020096","0.138803","0.079749","46","368","2470","0.106916","0.624899","0.653031","13","114","658","0.030117","0.192773","0.173837","3","65","130","0.006401","0.109813","0.034458","26","29","13","0.079658","0.124871","0.01209","42","203","591","0.097544","0.343871","0.156205","76","286","903","0.175998","0.485443","0.238595","18","155","819","0.041461","0.262379","0.216631"
"Connecticut","2018","268807","383297","2408141","5","46","138","0.018267","0.120496","0.057373","30","251","1555","0.112419","0.656066","0.645867","4","61","361","0.015343","0.158213","0.149803","1","24","36","0.003738","0.062094","0.01499","15","20","10","0.065696","0.11645","0.009558","20","104","253","0.074571","0.272163","0.105194","38","168","377","0.14075","0.439136","0.156441","8","92","474","0.030423","0.240803","0.196648"
"Delaware","2018","69325","92525","659878","1","10","39","0.015278","0.108746","0.059795","7","55","402","0.100906","0.590881","0.609333","1","17","126","0.019325","0.178355","0.190347","0","6","12","0.003077","0.066328","0.017942","4","4","2","0.071153","0.093548","0.00793","6","26","69","0.082642","0.27575","0.105257","10","38","101","0.144253","0.41567","0.152947","3","24","159","0.04036","0.255859","0.241247"
"District of Columbia","2018","31910","86420","479448","0","10","43","0.01241","0.118555","0.090032","3","61","330","0.092621","0.70565","0.689267","1","14","82","0.016992","0.16603","0.171937","0","6","18","0.00214","0.06454","0.037527","2","4","2","0.095006","0.113711","0.01497","3","27","69","0.089854","0.307315","0.143004","6","43","115","0.180081","0.498425","0.240092","1","19","95","0.036902","0.215138","0.19839"
"Florida","2018","1439529","1956426","14896983","18","139","564","0.012621","0.071218","0.037828","131","970","8198","0.090983","0.495611","0.550292","30","276","2524","0.020958","0.1409","0.169424","5","99","211","0.003588","0.05074","0.014138","71","85","35","0.052801","0.074845","0.004808","93","420","1335","0.064692","0.214531","0.089626","174","641","1890","0.121129","0.327552","0.126889","48","399","3120","0.033422","0.204177","0.209436"
"Georgia","2018","868842","1107324","6756292","12","87","298","0.013644","0.078469","0.044173","63","518","3544","0.072638","0.467978","0.52451","19","168","1245","0.022053","0.151729","0.184262","2","38","85","0.002538","0.03409","0.012602","39","45","22","0.04927","0.067467","0.00532","52","217","535","0.060388","0.195616","0.079139","97","340","873","0.11219","0.306691","0.129181","32","243","1587","0.036377","0.219655","0.234919"
"Hawaii","2018","95153","120820","939985","2","15","52","0.017741","0.124541","0.055123","6","61","467","0.059659","0.501291","0.496893","1","18","143","0.015243","0.152736","0.152218","0","7","20","0.004262","0.061164","0.021337","4","4","2","0.056969","0.065292","0.007397","6","23","88","0.06292","0.187704","0.09383","11","36","135","0.11922","0.295677","0.143751","2","23","175","0.022002","0.188278","0.186394"
