"Year","Country.Name","Country.Code","Country.GDP","Country.Population","Emissions.Production.CH4","Emissions.Production.N2O","Emissions.Production.CO2.Cement","Emissions.Production.CO2.Coal","Emissions.Production.CO2.Gas","Emissions.Production.CO2.Oil","Emissions.Production.CO2.Flaring","Emissions.Production.CO2.Other","Emissions.Production.CO2.Total","Emissions.Global Share.CO2.Cement","Emissions.Global Share.CO2.Coal","Emissions.Global Share.CO2.Gas","Emissions.Global Share.CO2.Oil","Emissions.Global Share.CO2.Flaring","Emissions.Global Share.CO2.Total"
"2003","Thailand","THA","688026353664.0","64549868","69.45","19.61","13.736","37.637","49.222","101.398","0.0","0.0","201.993","1.62","0.37","0.97","0.95","0.0","0.74"
"2004","Thailand","THA","726679355392.0","64995304","71.34","20.41","15.006","42.202","50.025","109.938","0.0","0.0","217.171","1.65","0.39","0.95","1.0","0.0","0.76"
"2005","Thailand","THA","752297639936.0","65416188","72.09","19.09","15.912","41.194","54.04","111.844","0.0","2.842170943040401e-14","222.99","1.66","0.36","1.0","1.01","0.0","0.75"
"2006","Thailand","THA","784687300608.0","65812540","72.06","18.78","16.416","45.254","54.942","109.718","0.0","0.0010000000000047748","226.331","1.57","0.37","1.0","0.98","0.0","0.74"
"2007","Thailand","THA","822075064320.0","66182064","76.76","22.07","14.7","51.607","57.774","105.329","0.0","0.0","229.41","1.31","0.4","1.01","0.94","0.0","0.73"
"2008","Thailand","THA","830943461376.0","66530976","76.49","20.45","13.127","56.301","60.291","97.155","0.0","0.0","226.873","1.15","0.43","1.03","0.87","0.0","0.71"
"2009","Thailand","THA","820031258624.0","66866836","78.51","22.97","14.091","52.978","71.657","103.548","0.0","0.0","242.274","1.2","0.41","1.24","0.94","0.0","0.77"
"2010","Thailand","THA","876003852288.0","67195032","82.22","23.63","12.104","56.144","80.983","106.173","0.0","0.0010000000000047748","255.405","0.97","0.4","1.3","0.94","0.0","0.77"
"2011","Thailand","THA","877821296640.0","67518384","80.63","22.73","12.84","62.9","70.495","107.377","0.0","0.0","253.612","0.96","0.43","1.11","0.95","0.0","0.74"
"2012","Thailand","THA","941351305216.0","67835968","82.07","23.65","13.136","63.303","80.546","113.284","0.0","0.0","270.268","0.95","0.42","1.24","0.99","0.0","0.77"
"2013","Thailand","THA","967124254720.0","68144512","80.27","22.9","14.926","66.219","86.621","119.831","0.0","0.0010000000000331966","287.598","1.04","0.44","1.32","1.03","0.0","0.82"
"2014","Thailand","THA","975956344832.0","68438752","76.76","22.78","15.154","60.866","86.59","120.038","0.0","5.684341886080802e-14","282.648","1.01","0.4","1.3","1.03","0.0","0.8"
"2015","Thailand","THA","1004624871424.0","68714512","72.13","21.17","15.182","64.618","86.39","119.498","0.0","0.0","285.688","1.06","0.44","1.27","1.01","0.0","0.8"
"2016","Thailand","THA","1037065846784.0","68971312","75.42","22.47","16.743","59.1","84.539","123.052","0.0","0.0009999999999763531","283.435","1.13","0.41","1.21","1.03","0.0","0.8"
"2017","Thailand","THA","1079232954368.0","69209824","75.27","24.09","14.08","62.764","82.414","126.701","0.0","0.0009999999999763531","285.96","0.94","0.43","1.16","1.04","0.0","0.8"
"2018","Thailand","THA","1124031922176.0","69428456","74.32","21.99","15.091","60.588","81.268","119.23","0.0","0.0","276.177","0.96","0.41","1.09","0.98","0.0","0.75"
"1992","Tunisia","TUN","49384853504.0","8613855","5.19","2.14","1.873","0.279","2.584","9.95","0.205","1.7763568394002505e-15","14.891","0.35","0.0","0.07","0.11","0.09","0.07"
"1993","Tunisia","TUN","50757980160.0","8795934","5.06","2.2","1.993","0.289","2.488","11.329","0.253","0.0010000000000012221","16.353","0.36","0.0","0.06","0.12","0.11","0.07"
"1994","Tunisia","TUN","52754300928.0","8967916","4.82","2.15","2.144","0.264","3.427","9.679","0.264","0.0","15.777","0.36","0.0","0.08","0.1","0.11","0.07"
"1995","Tunisia","TUN","54252470272.0","9125400","4.95","2.15","2.291","0.238","3.753","9.005","0.26","0.0","15.547","0.37","0.0","0.09","0.1","0.11","0.07"
"1996","Tunisia","TUN","58083459072.0","9267335","5.32","2.6","2.112","0.238","3.991","9.987","0.253","0.0","16.581","0.33","0.0","0.09","0.1","0.11","0.07"
"1997","Tunisia","TUN","61515624448.0","9395119","5.39","2.49","2.039","0.26","4.297","9.894","0.256","0.0010000000000012221","16.747","0.31","0.0","0.1","0.1","0.11","0.07"
"1998","Tunisia","TUN","64700510208.0","9509862","5.72","2.74","2.108","0.209","4.807","10.424","0.26","0.0010000000000012221","17.809","0.32","0.0","0.11","0.11","0.11","0.07"
"1999","Tunisia","TUN","68718194688.0","9613587","6.02","2.89","2.228","0.297","5.027","10.307","0.26","0.0","18.119","0.33","0.0","0.11","0.1","0.12","0.07"
"2000","Tunisia","TUN","71818829824.0","9708347","6.18","2.97","2.583","0.278","5.335","11.216","0.26","0.0","19.672","0.36","0.0","0.11","0.11","0.1","0.08"
"2001","Tunisia","TUN","75444600832.0","9793915","6.21","2.95","2.596","0.256","5.914","11.512","0.267","0.0009999999999976694","20.546","0.35","0.0","0.12","0.11","0.1","0.08"
"2002","Tunisia","TUN","76877553664.0","9871261","6.26","2.88","2.715","0.216","5.914","11.443","0.271","0.0","20.559","0.34","0.0","0.12","0.11","0.09","0.08"
"2003","Tunisia","TUN","81240031232.0","9945282","6.18","2.98","2.705","0.062","6.245","11.661","0.253","0.0","20.926","0.32","0.0","0.12","0.11","0.09","0.08"
"2004","Tunisia","TUN","86232260608.0","10022278","6.35","3.07","2.965","0.0","6.515","12.161","0.286","0.0","21.927","0.33","0.0","0.12","0.11","0.09","0.08"
"2005","Tunisia","TUN","89804308480.0","10106778","6.46","3.14","2.959","0.0","6.709","12.311","0.289","0.0009999999999976694","22.269","0.31","0.0","0.12","0.11","0.09","0.08"
"2006","Tunisia","TUN","95016263680.0","10201211","6.64","3.14","3.084","0.0","6.896","12.326","0.297","0.0","22.602","0.29","0.0","0.12","0.11","0.09","0.07"
"2007","Tunisia","TUN","101101846528.0","10304729","6.96","3.28","3.108","0.0","8.051","12.225","0.3","0.0","23.684","0.28","0.0","0.14","0.11","0.09","0.08"
"2008","Tunisia","TUN","105766354944.0","10414425","7.05","3.18","3.295","0.0","8.766","11.972","0.3","0.0","24.333","0.29","0.0","0.15","0.11","0.08","0.08"
"2009","Tunisia","TUN","109299712000.0","10525691","7.1","3.37","3.297","0.0","9.12","11.553","0.352","0.0","24.321","0.28","0.0","0.16","0.11","0.1","0.08"
"2010","Tunisia","TUN","112485031936.0","10635245","7.32","3.33","3.487","0.055","11.637","11.498","0.425","0.0","27.101","0.28","0.0","0.19","0.1","0.12","0.08"
"2011","Tunisia","TUN","110760304640.0","10741872","7.33","3.34","3.04","0.044","11.267","10.772","0.403","0.0","25.526","0.23","0.0","0.18","0.1","0.11","0.07"
"2012","Tunisia","TUN","115304644608.0","10846993","7.46","3.35","2.933","0.0","12.157","10.823","0.392","0.0010000000000012221","26.306","0.21","0.0","0.19","0.09","0.11","0.08"
"2013","Tunisia","TUN","118417268736.0","10952949","7.37","3.07","2.96","0.0","12.124","11.388","0.392","0.0","26.864","0.21","0.0","0.19","0.1","0.11","0.08"
"2014","Tunisia","TUN","121400631296.0","11063195","7.41","3.18","3.634","0.0","12.057","11.851","0.352","0.0","27.894","0.24","0.0","0.18","0.1","0.09","0.08"
"2015","Tunisia","TUN","123040268288.0","11179951","7.14","3.13","3.785","0.0","11.571","13.571","0.344","0.0009999999999976694","29.272","0.26","0.0","0.17","0.11","0.09","0.08"
"2016","Tunisia","TUN","124551503872.0","11303942","6.95","3.26","3.594","0.0","11.934","13.183","0.297","0.0","29.008","0.24","0.0","0.17","0.11","0.08","0.08"
"2017","Tunisia","TUN","126940405760.0","11433438","6.84","3.19","3.206","0.0","12.439","13.297","0.289","0.0","29.231","0.21","0.0","0.17","0.11","0.07","0.08"
"2018","Tunisia","TUN","130322096128.0","11565203","6.93","3.2","3.125","0.0","12.584","13.379","0.275","0.0","29.363","0.2","0.0","0.17","0.11","0.07","0.08"
"1992","Turkey","TUR","538702184448.0","55748944","37.73","26.57","13.265","74.934","9.926","63.249","0.254","2.2940000000000396","163.922","2.48","0.89","0.25","0.69","0.11","0.73"
"1993","Turkey","TUR","591946448896.0","56653808","37.58","27.58","13.049","70.419","11.088","73.155","0.231","3.069000000000017","171.011","2.35","0.83","0.27","0.8","0.1","0.75"
"1994","Turkey","TUR","569082576896.0","57564212","37.03","24.76","13.493","68.433","11.348","70.649","0.219","3.290999999999997","167.433","2.28","0.8","0.28","0.77","0.09","0.73"
"1995","Turkey","TUR","620396806144.0","58486452","36.97","25.12","14.133","70.621","14.441","78.082","0.209","3.416999999999973","180.903","2.26","0.8","0.34","0.84","0.09","0.77"
"1996","Turkey","TUR","675112419328.0","59423276","36.9","25.69","14.662","82.558","16.82","82.131","0.208","3.1429999999999723","199.522","2.29","0.91","0.38","0.85","0.09","0.83"
"1997","Turkey","TUR","738354659328.0","60372572","37.65","25.77","15.105","90.41","20.788","81.936","0.206","3.561000000000007","212.006","2.29","1.0","0.47","0.84","0.09","0.87"
"1998","Turkey","TUR","773998837760.0","61329664","37.22","27.06","15.292","93.913","21.658","77.52","0.194","3.462999999999994","212.04","2.34","1.07","0.48","0.79","0.08","0.88"
"1999","Turkey","TUR","745796272128.0","62287392","38.16","27.0","14.59","84.161","26.718","78.897","0.178","3.259999999999991","207.804","2.13","0.97","0.58","0.78","0.08","0.85"
"2000","Turkey","TUR","807550844928.0","63240196","38.78","26.52","15.184","98.456","30.118","82.631","0.168","3.234000000000009","229.791","2.12","1.09","0.64","0.8","0.06","0.91"
"2001","Turkey","TUR","753326817280.0","64192244","37.97","23.95","15.087","84.469","32.578","78.181","0.155","3.015999999999991","213.486","2.02","0.93","0.68","0.75","0.06","0.84"
"2002","Turkey","TUR","818938118144.0","65145356","37.34","24.31","15.513","87.191","34.764","80.138","0.148","3.2239999999999895","220.978","1.97","0.92","0.71","0.77","0.05","0.85"
"2003","Turkey","TUR","872922415104.0","66089400","37.02","24.8","16.022","91.942","43.191","81.716","0.145","3.4680000000000177","236.484","1.89","0.9","0.85","0.77","0.05","0.86"
"2004","Turkey","TUR","957900849152.0","67010928","37.08","24.97","17.207","93.305","44.365","85.69","0.14","3.757000000000005","244.464","1.9","0.86","0.84","0.78","0.05","0.85"
"2005","Turkey","TUR","1046618898432.0","67903464","38.45","25.38","19.117","102.006","54.853","83.954","0.142","4.129000000000019","264.201","1.99","0.88","1.02","0.76","0.04","0.89"
"2006","Turkey","TUR","1128341831680.0","68756816","39.8","26.9","20.841","111.514","62.159","82.535","0.135","4.465000000000032","281.649","1.99","0.91","1.13","0.74","0.04","0.92"
"2007","Turkey","TUR","1191689584640.0","69581848","42.27","25.68","22.78","125.958","71.985","87.131","0.133","4.750000000000114","312.737","2.03","0.98","1.26","0.77","0.04","0.99"
"2008","Turkey","TUR","1213760274432.0","70418608","42.84","23.83","24.837","122.73","71.544","85.825","0.135","4.250000000000057","309.321","2.18","0.93","1.22","0.77","0.04","0.96"
"2009","Turkey","TUR","1155016556544.0","71321408","42.41","26.78","26.558","130.272","71.354","83.353","0.138","3.685000000000059","315.36","2.27","1.0","1.24","0.76","0.04","1.0"
"2010","Turkey","TUR","1276138618880.0","72326992","42.38","26.26","29.284","129.478","71.64","79.712","0.156","4.109999999999957","314.38","2.35","0.93","1.15","0.7","0.04","0.94"
"2011","Turkey","TUR","1403985592320.0","73443256","44.0","26.15","30.527","135.078","86.019","82.936","0.151","4.771000000000015","339.482","2.27","0.91","1.35","0.73","0.04","0.98"
"2012","Turkey","TUR","1441915600896.0","74651048","45.46","28.31","30.449","141.429","87.081","88.628","0.144","5.934999999999945","353.666","2.21","0.95","1.34","0.77","0.04","1.01"
"2013","Turkey","TUR","1510231769088.0","75925456","44.42","30.78","32.995","125.254","86.684","93.519","0.146","6.6229999999999905","345.221","2.29","0.83","1.32","0.81","0.04","0.98"
"2014","Turkey","TUR","1570585313280.0","77229264","46.62","30.61","33.472","130.156","93.528","97.992","0.145","6.382000000000005","361.675","2.24","0.86","1.4","0.84","0.04","1.02"
"2015","Turkey","TUR","1637835079680.0","78529416","42.51","31.02","32.619","138.651","96.419","107.628","0.155","5.860000000000014","381.332","2.27","0.94","1.42","0.91","0.04","1.07"
"2016","Turkey","TUR","1498503446528.0","79827864","44.56","33.27","35.716","151.353","91.841","115.883","0.158","6.288999999999987","401.24","2.42","1.05","1.32","0.97","0.04","1.13"
"2017","Turkey","TUR","1610456629248.0","81116456","44.98","32.87","37.272","157.711","104.739","118.448","0.157","7.0020000000000095","425.329","2.48","1.09","1.47","0.98","0.04","1.18"
"2018","Turkey","TUR","1655984226304.0","82340096","47.1","32.69","37.026","163.326","95.932","116.186","0.174","6.793000000000063","419.437","2.36","1.11","1.29","0.95","0.04","1.14"
"1992","Ukraine","UKR","421710462976.0","51415956","81.65","36.07","8.679","245.344","196.908","129.12","2.709","6.2999999999999545","589.06","1.62","2.91","4.97","1.41","1.14","2.61"
"1993","Ukraine","UKR","367893643264.0","51316012","78.0","31.64","6.398","235.88","165.746","94.482","2.437","5.256999999999948","510.2","1.15","2.77","4.07","1.03","1.04","2.24"
"1994","Ukraine","UKR","288418693120.0","51147768","74.35","29.16","4.991","185.817","144.081","77.58","2.277","4.520000000000039","419.266","0.84","2.17","3.51","0.84","0.96","1.83"
"1995","Ukraine","UKR","257477951488.0","50903780","69.99","26.39","3.408","174.093","133.841","72.31","2.226","3.9869999999999663","389.865","0.54","1.97","3.18","0.77","0.95","1.66"
"1996","Ukraine","UKR","235602706432.0","50580468","66.1","22.88","2.161","146.215","137.539","60.779","2.231","2.4839999999999804","351.409","0.34","1.62","3.12","0.63","0.94","1.45"
"1997","Ukraine","UKR","232333279232.0","50187280","60.27","22.6","2.415","154.305","129.447","49.468","2.212","2.395999999999958","340.243","0.37","1.71","2.93","0.51","0.91","1.4"
"1998","Ukraine","UKR","231737278464.0","49746524","53.9","20.0","2.788","123.079","155.69","42.555","2.191","2.2760000000000105","328.579","0.43","1.4","3.47","0.43","0.95","1.36"
"1999","Ukraine","UKR","235148296192.0","49288740","52.28","18.77","2.535","123.714","129.966","37.554","2.145","2.2899999999999636","298.204","0.37","1.42","2.81","0.37","0.96","1.22"
"2000","Ukraine","UKR","253196058624.0","48838060","49.9","18.58","2.261","122.878","123.973","31.628","2.147","2.4499999999999886","285.337","0.32","1.36","2.62","0.31","0.8","1.13"
"2001","Ukraine","UKR","281110347776.0","48401648","47.38","18.92","2.475","131.831","130.104","33.994","2.191","2.9640000000000555","303.559","0.33","1.45","2.72","0.33","0.81","1.19"
"2002","Ukraine","UKR","301087064064.0","47980032","47.64","19.87","2.817","136.228","116.058","35.368","2.178","3.024000000000001","295.673","0.36","1.44","2.36","0.34","0.76","1.14"
"2003","Ukraine","UKR","335257370624.0","47582464","47.4","18.7","3.612","132.444","128.058","37.268","2.379","3.255999999999972","307.017","0.43","1.29","2.51","0.35","0.82","1.12"
"2004","Ukraine","UKR","381078077440.0","47217488","44.92","18.18","4.264","135.323","128.054","36.561","2.573","3.5880000000000223","310.363","0.47","1.24","2.43","0.33","0.83","1.08"
"2005","Ukraine","UKR","399366225920.0","46890772","43.57","18.09","4.785","135.905","129.9","36.31","2.472","3.745999999999981","313.118","0.5","1.17","2.41","0.33","0.74","1.06"
"2006","Ukraine","UKR","436786692096.0","46607400","41.81","18.35","5.484","154.04","126.29","40.565","2.49","3.8010000000000446","332.67","0.52","1.26","2.29","0.36","0.75","1.09"
"2007","Ukraine","UKR","480580665344.0","46366348","41.52","19.46","6.164","161.469","118.977","43.133","2.618","4.002999999999986","336.364","0.55","1.26","2.09","0.38","0.75","1.07"
"2008","Ukraine","UKR","499592167424.0","46158712","39.62","21.15","6.294","154.64","114.356","43.887","2.696","3.660000000000025","325.533","0.55","1.17","1.95","0.39","0.74","1.02"
"2009","Ukraine","UKR","431074443264.0","45970940","36.66","18.72","2.59","136.611","89.682","42.69","2.647","3.073000000000036","277.293","0.22","1.05","1.56","0.39","0.72","0.88"
"2010","Ukraine","UKR","439429758976.0","45792084","38.11","19.88","2.882","145.421","100.188","39.808","2.618","3.1609999999999445","294.078","0.23","1.04","1.61","0.35","0.71","0.88"
"2011","Ukraine","UKR","471221141504.0","45619852","36.87","22.35","3.901","153.853","103.812","39.771","2.679","3.936999999999955","307.953","0.29","1.04","1.63","0.35","0.76","0.89"
"2012","Ukraine","UKR","472338530304.0","45453804","36.39","21.73","3.281","158.981","96.823","38.466","2.549","3.876000000000033","303.976","0.24","1.06","1.49","0.33","0.7","0.87"
"2013","Ukraine","UKR","472222859264.0","45286988","36.84","23.49","3.397","160.185","90.25","37.339","2.529","3.5500000000000114","297.25","0.24","1.06","1.38","0.32","0.68","0.84"
"2014","Ukraine","UKR","441258901504.0","45111532","35.41","23.34","3.299","138.373","75.134","35.339","2.494","2.8700000000000045","257.509","0.22","0.92","1.13","0.3","0.65","0.72"
"2015","Ukraine","UKR","398132477952.0","44921636","33.5","22.51","3.278","119.393","65.547","30.487","2.382","2.7350000000000136","223.822","0.23","0.81","0.97","0.26","0.64","0.63"
"2016","Ukraine","UKR","407348477952.0","44713708","33.14","23.84","3.623","126.828","64.149","34.121","2.373","2.912000000000006","234.006","0.24","0.88","0.92","0.29","0.61","0.66"
"2017","Ukraine","UKR","417634025472.0","44487708","32.98","24.63","3.543","112.586","66.655","35.34","2.304","2.6569999999999823","223.085","0.24","0.78","0.94","0.29","0.54","0.62"
"2018","Ukraine","UKR","431319908352.0","44246156","33.2","25.25","3.719","120.925","66.992","35.192","2.399","2.8060000000000116","232.033","0.24","0.82","0.9","0.29","0.58","0.63"
"1992","United Arab Emirates","ARE","0.0","2052892","17.81","0.62","1.562","0.0","34.004","20.575","1.616","7.105427357601002e-15","57.757","0.29","0.0","0.86","0.22","0.68","0.26"
"1993","United Arab Emirates","ARE","55476445184.0","2173135","18.28","0.66","1.632","0.0","35.597","27.489","0.846","0.001999999999995339","65.566","0.29","0.0","0.87","0.3","0.36","0.29"
"1994","United Arab Emirates","ARE","64932859904.0","2294377","19.67","0.7","2.025","0.0","41.266","28.563","0.751","0.0","72.605","0.34","0.0","1.0","0.31","0.32","0.32"
"1995","United Arab Emirates","ARE","75357175808.0","2415099","20.37","0.75","2.379","0.0","44.875","22.066","0.693","0.0","70.012","0.38","0.0","1.06","0.24","0.29","0.3"
"1996","United Arab Emirates","ARE","86335651840.0","2539121","21.29","0.78","2.393","0.0","54.238","15.392","0.751","0.0010000000000047748","72.775","0.37","0.0","1.23","0.16","0.32","0.3"
"1997","United Arab Emirates","ARE","101840109568.0","2671361","21.52","0.8","2.078","0.0","53.157","14.942","2.924","0.0","73.101","0.32","0.0","1.2","0.15","1.2","0.3"
"1998","United Arab Emirates","ARE","111460818944.0","2813214","21.47","0.82","2.775","0.0","55.905","19.119","2.884","0.0","80.683","0.42","0.0","1.25","0.19","1.25","0.33"
"1999","United Arab Emirates","ARE","125528113152.0","2966029","20.97","0.86","2.754","0.0","56.982","15.309","2.499","0.0","77.544","0.4","0.0","1.23","0.15","1.12","0.32"
"2000","United Arab Emirates","ARE","153035276288.0","3134067","22.0","0.9","2.358","0.0","60.331","46.617","2.481","0.0","111.787","0.33","0.0","1.27","0.45","0.92","0.44"
