"County","Population","State","Housing Data.Residing in Group Quarters","Housing Data.Total Housing Units","Vehicle Access.1 Mile","Vehicle Access.1/2 Mile","Vehicle Access.10 Miles","Vehicle Access.20 Miles","Low Access Numbers.Children.1 Mile","Low Access Numbers.Children.1/2 Mile","Low Access Numbers.Children.10 Miles","Low Access Numbers.Children.20 Miles","Low Access Numbers.Low Income People.1 Mile","Low Access Numbers.Low Income People.1/2 Mile","Low Access Numbers.Low Income People.10 Miles","Low Access Numbers.Low Income People.20 Miles","Low Access Numbers.People.1 Mile","Low Access Numbers.People.1/2 Mile","Low Access Numbers.People.10 Miles","Low Access Numbers.People.20 Miles","Low Access Numbers.Seniors.1 Mile","Low Access Numbers.Seniors.1/2 Mile","Low Access Numbers.Seniors.10 Miles","Low Access Numbers.Seniors.20 Miles"
"Stonewall County","1490","Texas","27.0","642","0.0","11.0","0.0","0.0","101.0","194.0","41.0","0.0","180.0","344.0","72.0","0.0","569.0","976.0","229.0","0.0","143.0","263.0","53.0","0.0"
"Sutton County","4128","Texas","13.0","1550","12.0","49.0","4.0","2.0","166.0","763.0","71.0","23.0","239.0","861.0","68.0","28.0","792.0","2788.0","317.0","128.0","139.0","409.0","57.0","35.0"
"Swisher County","7854","Texas","645.0","2762","61.0","133.0","35.0","0.0","792.0","1386.0","525.0","0.0","1573.0","2514.0","903.0","0.0","3783.0","5877.0","2029.0","0.0","654.0","1083.0","381.0","0.0"
"Tarrant County","1809034","Texas","20634.0","657134","7214.0","18992.0","0.0","0.0","164197.0","361936.0","0.0","0.0","156356.0","380939.0","0.0","0.0","577730.0","1288624.0","0.0","0.0","48495.0","115729.0","0.0","0.0"
"Taylor County","131506","Texas","5287.0","50725","886.0","1954.0","13.0","0.0","14078.0","25753.0","141.0","0.0","17315.0","38828.0","88.0","0.0","53132.0","103098.0","731.0","0.0","6444.0","13340.0","157.0","0.0"
"Terrell County","984","Texas","0.0","430","27.0","27.0","27.0","27.0","218.0","218.0","218.0","218.0","409.0","409.0","409.0","408.0","984.0","984.0","984.0","984.0","205.0","205.0","205.0","205.0"
"Terry County","12651","Texas","1166.0","4200","126.0","234.0","8.0","0.0","1645.0","2691.0","365.0","0.0","3001.0","4740.0","505.0","0.0","6611.0","10451.0","1320.0","0.0","767.0","1419.0","174.0","0.0"
"Throckmorton County","1641","Texas","13.0","721","22.0","22.0","22.0","21.0","366.0","366.0","366.0","246.0","528.0","528.0","528.0","348.0","1641.0","1641.0","1641.0","1071.0","403.0","403.0","403.0","249.0"
"Titus County","32334","Texas","357.0","10813","203.0","333.0","12.0","0.0","5770.0","7483.0","445.0","0.0","8474.0","11277.0","782.0","0.0","20170.0","25332.0","1835.0","0.0","2614.0","3093.0","281.0","0.0"
"Tom Green County","110224","Texas","5165.0","42331","644.0","1739.0","27.0","0.0","11821.0","20979.0","1076.0","1.0","14850.0","28552.0","1079.0","2.0","47247.0","86985.0","4498.0","16.0","5680.0","11068.0","685.0","6.0"
"Travis County","1024266","Texas","23046.0","404467","3062.0","12020.0","2.0","0.0","101171.0","184114.0","18.0","0.0","78243.0","198391.0","24.0","0.0","356958.0","734864.0","74.0","0.0","27050.0","54683.0","10.0","0.0"
"Trinity County","14585","Texas","48.0","6142","295.0","332.0","2.0","0.0","2473.0","2770.0","111.0","0.0","5180.0","5874.0","98.0","0.0","12340.0","13570.0","459.0","0.0","2892.0","3110.0","78.0","0.0"
"Tyler County","21766","Texas","2448.0","8007","471.0","505.0","171.0","0.0","3906.0","4147.0","2068.0","0.0","6870.0","7231.0","3263.0","0.0","19936.0","20919.0","8858.0","0.0","3733.0","3971.0","1577.0","0.0"
"Upshur County","39309","Texas","516.0","14925","433.0","570.0","22.0","0.0","8068.0","9156.0","341.0","0.0","10473.0","12001.0","466.0","0.0","32935.0","37091.0","1338.0","0.0","5011.0","5779.0","248.0","0.0"
"Upton County","3355","Texas","61.0","1256","26.0","45.0","21.0","4.0","364.0","589.0","296.0","55.0","390.0","711.0","287.0","59.0","1420.0","2222.0","1121.0","231.0","221.0","330.0","160.0","14.0"
"Uvalde County","26405","Texas","564.0","9025","442.0","534.0","199.0","56.0","4865.0","6848.0","1015.0","249.0","9342.0","13014.0","2204.0","568.0","17085.0","23765.0","4481.0","1439.0","2535.0","3473.0","988.0","425.0"
"Val Verde County","48879","Texas","1945.0","15654","409.0","877.0","0.0","0.0","9029.0","13403.0","141.0","90.0","12922.0","20905.0","369.0","191.0","30116.0","44641.0","807.0","424.0","3020.0","5287.0","200.0","87.0"
"Van Zandt County","52579","Texas","667.0","20047","556.0","712.0","33.0","0.0","9652.0","11518.0","554.0","0.0","13495.0","16287.0","639.0","0.0","41784.0","48473.0","2779.0","0.0","7722.0","8772.0","629.0","0.0"
"Victoria County","86793","Texas","1508.0","32187","649.0","1212.0","141.0","0.0","10605.0","17450.0","2295.0","0.0","12097.0","22246.0","2749.0","0.0","40725.0","66510.0","8337.0","0.0","5462.0","8955.0","1007.0","0.0"
"Walker County","67861","Texas","16708.0","20969","314.0","430.0","14.0","0.0","8643.0","10103.0","728.0","0.0","16071.0","21006.0","809.0","0.0","47033.0","56920.0","2933.0","0.0","5633.0","6306.0","496.0","0.0"
"Waller County","43205","Texas","3703.0","14040","332.0","439.0","16.0","0.0","7220.0","8758.0","249.0","0.0","12729.0","15337.0","267.0","0.0","31876.0","37111.0","945.0","0.0","3308.0","3820.0","123.0","0.0"
"Ward County","10658","Texas","125.0","3995","40.0","91.0","7.0","0.0","1022.0","2070.0","185.0","3.0","1035.0","2318.0","204.0","3.0","3869.0","7645.0","671.0","12.0","604.0","1180.0","94.0","0.0"
"Washington County","33718","Texas","1816.0","13037","314.0","502.0","23.0","0.0","4891.0","6708.0","334.0","0.0","6515.0","9546.0","480.0","0.0","22649.0","30472.0","1502.0","0.0","4336.0","5577.0","285.0","0.0"
"Webb County","250304","Texas","3479.0","67106","1118.0","2806.0","42.0","6.0","20595.0","55521.0","672.0","53.0","31843.0","86226.0","972.0","78.0","56405.0","156268.0","1999.0","234.0","3225.0","10782.0","183.0","32.0"
"Wharton County","41280","Texas","449.0","15132","369.0","702.0","15.0","0.0","6501.0","9607.0","402.0","0.0","9319.0","14492.0","577.0","0.0","24282.0","35815.0","1490.0","0.0","3372.0","5147.0","198.0","0.0"
"Wheeler County","5410","Texas","46.0","2181","22.0","64.0","3.0","0.0","656.0","1093.0","142.0","0.0","1095.0","1811.0","168.0","0.0","2856.0","4466.0","620.0","0.0","608.0","892.0","148.0","0.0"
"Wichita County","131500","Texas","12017.0","49016","1033.0","2449.0","0.0","0.0","14544.0","24864.0","40.0","0.0","19627.0","39415.0","64.0","0.0","64344.0","109442.0","192.0","0.0","7024.0","13744.0","36.0","0.0"
"Wilbarger County","13535","Texas","615.0","5289","117.0","202.0","14.0","0.0","1639.0","2764.0","142.0","0.0","2388.0","4419.0","148.0","0.0","6436.0","10877.0","645.0","0.0","893.0","1648.0","103.0","0.0"
"Willacy County","22134","Texas","3254.0","5764","188.0","261.0","15.0","9.0","3388.0","4840.0","119.0","29.0","8174.0","11131.0","293.0","125.0","14171.0","18650.0","543.0","226.0","1579.0","2130.0","142.0","84.0"
"Williamson County","422679","Texas","5097.0","152606","1796.0","3254.0","34.0","0.0","73775.0","108545.0","1318.0","0.0","46047.0","72335.0","1489.0","0.0","250314.0","373383.0","5447.0","0.0","23276.0","33074.0","584.0","0.0"
"Wilson County","42918","Texas","551.0","15009","354.0","456.0","14.0","0.0","9395.0","10731.0","213.0","0.0","8707.0","10282.0","192.0","0.0","35729.0","40611.0","911.0","0.0","4231.0","5056.0","153.0","0.0"
"Winkler County","7110","Texas","97.0","2578","16.0","101.0","0.0","0.0","510.0","1435.0","3.0","0.0","474.0","1589.0","5.0","1.0","1766.0","4916.0","19.0","3.0","177.0","580.0","7.0","3.0"
"Wise County","59127","Texas","980.0","21015","501.0","562.0","16.0","0.0","11574.0","13570.0","547.0","0.0","13209.0","16105.0","602.0","0.0","45719.0","52756.0","2284.0","0.0","5667.0","6509.0","323.0","0.0"
"Wood County","41964","Texas","1103.0","17118","386.0","519.0","12.0","0.0","6607.0","7836.0","383.0","0.0","12085.0","14362.0","570.0","0.0","33029.0","38533.0","1751.0","0.0","7863.0","9151.0","341.0","0.0"
"Yoakum County","7879","Texas","53.0","2643","12.0","60.0","2.0","0.0","779.0","1833.0","90.0","0.0","571.0","1361.0","79.0","0.0","2396.0","5805.0","243.0","0.0","255.0","683.0","24.0","0.0"
"Young County","18550","Texas","279.0","7343","161.0","241.0","28.0","0.0","2459.0","3745.0","345.0","0.0","3935.0","5837.0","538.0","0.0","10678.0","15568.0","1578.0","0.0","2015.0","2792.0","314.0","0.0"
"Zapata County","14018","Texas","30.0","4297","157.0","234.0","40.0","0.0","1931.0","3354.0","447.0","1.0","3569.0","5989.0","962.0","2.0","5828.0","9704.0","1548.0","3.0","688.0","994.0","200.0","1.0"
"Zavala County","11677","Texas","409.0","3573","308.0","442.0","229.0","101.0","1539.0","2819.0","1017.0","310.0","3389.0","5531.0","2311.0","787.0","5053.0","8811.0","3139.0","1000.0","527.0","986.0","335.0","101.0"
"Beaver County","6629","Utah","24.0","2265","0.0","12.0","0.0","0.0","876.0","1468.0","355.0","1.0","950.0","1533.0","281.0","1.0","2596.0","4309.0","954.0","4.0","342.0","525.0","87.0","0.0"
"Box Elder County","49975","Utah","339.0","16058","141.0","435.0","2.0","0.0","9045.0","14045.0","629.0","242.0","7145.0","11907.0","532.0","181.0","26017.0","40726.0","1847.0","694.0","2649.0","4448.0","224.0","77.0"
"Cache County","112656","Utah","3594.0","34722","190.0","665.0","3.0","0.0","21892.0","30545.0","325.0","0.0","15859.0","32894.0","156.0","0.0","60786.0","93661.0","933.0","0.0","5200.0","7428.0","114.0","0.0"
"Carbon County","21403","Utah","544.0","7978","122.0","262.0","6.0","4.0","3633.0","5032.0","438.0","308.0","4269.0","6324.0","929.0","649.0","13365.0","18821.0","1770.0","1207.0","1817.0","2528.0","298.0","202.0"
"Daggett County","1059","Utah","63.0","426","21.0","21.0","21.0","21.0","243.0","243.0","243.0","243.0","163.0","163.0","163.0","163.0","1059.0","1059.0","1059.0","1059.0","201.0","201.0","201.0","201.0"
"Davis County","306479","Utah","3293.0","93545","552.0","1838.0","0.0","0.0","38227.0","81755.0","0.0","0.0","15269.0","42060.0","0.0","0.0","105435.0","233338.0","0.0","0.0","7351.0","17794.0","0.0","0.0"
"Duchesne County","18607","Utah","297.0","6003","57.0","101.0","7.0","4.0","3640.0","4930.0","651.0","246.0","3446.0","4446.0","771.0","282.0","11254.0","14726.0","2263.0","903.0","1287.0","1635.0","370.0","180.0"
"Emery County","10976","Utah","43.0","3732","45.0","89.0","13.0","12.0","1922.0","2775.0","528.0","357.0","1961.0","2818.0","654.0","485.0","6006.0","8594.0","1644.0","1132.0","770.0","1067.0","234.0","160.0"
"Garfield County","5172","Utah","171.0","1930","41.0","46.0","38.0","31.0","894.0","1070.0","745.0","628.0","1301.0","1541.0","1119.0","929.0","3553.0","4122.0","3102.0","2516.0","542.0","628.0","495.0","411.0"
"Grand County","9225","Utah","143.0","3889","113.0","137.0","10.0","8.0","934.0","1640.0","25.0","18.0","1767.0","2665.0","111.0","73.0","4288.0","7042.0","215.0","113.0","627.0","986.0","40.0","25.0"
"Iron County","46163","Utah","1050.0","15022","352.0","498.0","22.0","0.0","9902.0","12334.0","449.0","8.0","11737.0","15890.0","666.0","15.0","29733.0","38969.0","1428.0","50.0","2652.0","3707.0","169.0","12.0"
"Juab County","10246","Utah","122.0","3093","79.0","89.0","42.0","5.0","2900.0","3547.0","577.0","77.0","2233.0","2764.0","643.0","100.0","7528.0","9464.0","1916.0","258.0","738.0","970.0","296.0","37.0"
"Kane County","7125","Utah","100.0","2900","34.0","61.0","1.0","0.0","1033.0","1470.0","258.0","81.0","1347.0","1862.0","515.0","137.0","4466.0","6073.0","1269.0","356.0","902.0","1195.0","238.0","55.0"
"Millard County","12503","Utah","122.0","4201","42.0","85.0","4.0","0.0","2289.0","3052.0","836.0","62.0","1908.0","2936.0","629.0","45.0","7199.0","9448.0","2714.0","243.0","1044.0","1325.0","445.0","49.0"
"Morgan County","9469","Utah","0.0","2820","11.0","15.0","0.0","0.0","2129.0","3085.0","11.0","0.0","1148.0","1611.0","6.0","0.0","6079.0","8635.0","34.0","0.0","635.0","880.0","4.0","0.0"
"Piute County","1556","Utah","37.0","576","8.0","8.0","8.0","8.0","468.0","468.0","468.0","302.0","744.0","744.0","744.0","417.0","1556.0","1556.0","1556.0","971.0","332.0","332.0","332.0","181.0"
"Rich County","2264","Utah","1.0","805","3.0","3.0","3.0","3.0","704.0","704.0","704.0","667.0","783.0","783.0","783.0","758.0","2264.0","2264.0","2264.0","2174.0","343.0","343.0","343.0","338.0"
"Salt Lake County","1029655","Utah","14006.0","342622","1416.0","8729.0","0.0","0.0","42262.0","189621.0","0.0","0.0","28765.0","154990.0","0.0","0.0","129099.0","628377.0","0.0","0.0","7887.0","51427.0","0.0","0.0"
"San Juan County","14746","Utah","289.0","4505","259.0","304.0","229.0","187.0","3576.0","4385.0","2517.0","1904.0","5530.0","6396.0","4443.0","3288.0","10491.0","12788.0","7365.0","5511.0","1105.0","1363.0","712.0","507.0"
"Sanpete County","27822","Utah","2417.0","7952","51.0","98.0","5.0","0.0","4438.0","6618.0","604.0","0.0","5454.0","8922.0","733.0","0.0","14739.0","21965.0","1775.0","0.0","1813.0","2527.0","209.0","0.0"
"Sevier County","20802","Utah","301.0","7094","38.0","81.0","3.0","0.0","3104.0","5019.0","170.0","0.0","3170.0","5663.0","153.0","0.0","9739.0","15565.0","414.0","0.0","1498.0","2245.0","79.0","0.0"
"Summit County","36324","Utah","116.0","12990","158.0","211.0","36.0","2.0","6708.0","8536.0","959.0","64.0","3433.0","4471.0","698.0","27.0","23205.0","30176.0","3162.0","181.0","1872.0","2367.0","344.0","17.0"
"Tooele County","58218","Utah","355.0","17971","482.0","727.0","6.0","3.0","11785.0","17624.0","709.0","447.0","7840.0","12741.0","563.0","321.0","33041.0","48866.0","2152.0","1333.0","2614.0","3670.0","169.0","81.0"
"Uintah County","32588","Utah","192.0","10563","233.0","284.0","28.0","4.0","7823.0","9521.0","657.0","39.0","7185.0","8598.0","804.0","46.0","22998.0","28259.0","2158.0","181.0","2010.0","2481.0","228.0","20.0"
"Utah County","516564","Utah","13912.0","140602","949.0","2376.0","1.0","0.0","80585.0","144300.0","231.0","1.0","47652.0","109104.0","101.0","0.0","202992.0","388512.0","666.0","5.0","11586.0","24513.0","65.0","2.0"
"Wasatch County","23530","Utah","250.0","7287","41.0","103.0","1.0","0.0","3153.0","6304.0","36.0","2.0","1609.0","3321.0","30.0","2.0","10128.0","18428.0","163.0","11.0","1043.0","1614.0","24.0","3.0"
"Washington County","138115","Utah","1853.0","46334","501.0","1242.0","6.0","0.0","18385.0","33494.0","884.0","25.0","19023.0","36589.0","802.0","6.0","61894.0","108469.0","3685.0","40.0","11519.0","18534.0","799.0","2.0"
"Wayne County","2778","Utah","9.0","1059","32.0","32.0","24.0","7.0","797.0","812.0","241.0","90.0","918.0","929.0","440.0","141.0","2665.0","2708.0","1074.0","345.0","408.0","411.0","203.0","55.0"
"Weber County","231236","Utah","2509.0","78748","654.0","2417.0","0.0","0.0","23883.0","50976.0","48.0","0.0","15506.0","42743.0","26.0","0.0","77266.0","169347.0","164.0","0.0","8499.0","17829.0","25.0","0.0"
"Addison County","36821","Vermont","2852.0","14084","303.0","426.0","0.0","0.0","6074.0","6810.0","0.0","0.0","5860.0","7158.0","1.0","0.0","28161.0","33299.0","3.0","0.0","3824.0","4440.0","1.0","0.0"
"Bennington County","37125","Vermont","1475.0","15470","548.0","939.0","2.0","0.0","5170.0","6373.0","62.0","0.0","7071.0","9083.0","50.0","0.0","25726.0","31600.0","229.0","0.0","4752.0","5923.0","39.0","0.0"
"Caledonia County","31227","Vermont","1345.0","12553","327.0","437.0","25.0","0.0","4730.0","5446.0","383.0","0.0","6229.0","7736.0","522.0","0.0","21069.0","24949.0","1804.0","0.0","3048.0","3632.0","316.0","0.0"
"Chittenden County","156545","Vermont","9795.0","61827","720.0","2224.0","0.0","0.0","15699.0","24676.0","0.0","0.0","11013.0","26656.0","0.0","0.0","66453.0","115612.0","0.0","0.0","7262.0","12686.0","0.0","0.0"
"Essex County","6306","Vermont","16.0","2818","133.0","133.0","80.0","0.0","1195.0","1197.0","312.0","0.0","2396.0","2405.0","632.0","0.0","6280.0","6304.0","1781.0","0.0","1214.0","1220.0","394.0","0.0"
"Franklin County","47746","Vermont","529.0","18513","310.0","585.0","0.0","0.0","7773.0","9981.0","67.0","0.0","6067.0","8096.0","125.0","0.0","30701.0","39945.0","291.0","0.0","3327.0","4747.0","33.0","0.0"
"Grand Isle County","6970","Vermont","0.0","2902","90.0","90.0","2.0","0.0","1417.0","1417.0","32.0","0.0","1341.0","1341.0","31.0","0.0","6970.0","6970.0","188.0","0.0","979.0","979.0","33.0","0.0"
"Lamoille County","24475","Vermont","694.0","10014","270.0","339.0","3.0","0.0","4398.0","4902.0","49.0","0.0","5752.0","6834.0","71.0","0.0","18507.0","21406.0","224.0","0.0","2340.0","2723.0","28.0","0.0"
"Orange County","28936","Vermont","715.0","11887","462.0","558.0","67.0","0.0","5528.0","5913.0","602.0","0.0","7533.0","8154.0","1004.0","0.0","26634.0","28366.0","2826.0","0.0","3836.0","4170.0","428.0","0.0"
"Orleans County","27231","Vermont","818.0","11320","500.0","727.0","36.0","0.0","4415.0","5084.0","631.0","0.0","7410.0","8612.0","1089.0","0.0","20667.0","23880.0","2756.0","0.0","3569.0","4175.0","418.0","0.0"
"Rutland County","61642","Vermont","2318.0","25984","967.0","1246.0","20.0","0.0","7978.0","9665.0","389.0","0.0","10460.0","13338.0","475.0","0.0","41453.0","50342.0","1792.0","0.0","6909.0","8549.0","301.0","0.0"
"Washington County","59534","Vermont","2410.0","25027","758.0","1206.0","11.0","0.0","7837.0","10012.0","253.0","0.0","9490.0","13123.0","286.0","0.0","35712.0","47904.0","1037.0","0.0","5018.0","6852.0","132.0","0.0"
"Windham County","44513","Vermont","1464.0","19290","585.0","814.0","0.0","0.0","6269.0","7193.0","1.0","0.0","9301.0","11114.0","2.0","0.0","31536.0","36314.0","9.0","0.0","5177.0","5902.0","4.0","0.0"
"Windsor County","56670","Vermont","898.0","24753","669.0","919.0","0.0","0.0","8387.0","9799.0","0.0","0.0","11159.0","13330.0","0.0","0.0","42699.0","49547.0","0.0","0.0","7563.0","8777.0","0.0","0.0"
"Accomack County","33164","Virginia","428.0","13798","1274.0","1397.0","226.0","0.0","5731.0","6482.0","135.0","0.0","11970.0","13236.0","298.0","0.0","27105.0","30794.0","727.0","0.0","5089.0","5812.0","156.0","0.0"
"Albemarle County","98970","Virginia","6864.0","38157","391.0","983.0","2.0","0.0","13245.0","17712.0","60.0","0.0","10960.0","17393.0","111.0","0.0","56224.0","79776.0","336.0","0.0","8423.0","11204.0","62.0","0.0"
"Alexandria city","139966","Virginia","1827.0","68082","0.0","720.0","0.0","0.0","0.0","5771.0","0.0","0.0","0.0","4497.0","0.0","0.0","0.0","28658.0","0.0","0.0","0.0","3064.0","0.0","0.0"
"Alleghany County","16250","Virginia","281.0","6891","341.0","419.0","7.0","0.0","2785.0","3255.0","147.0","0.0","4864.0","5838.0","216.0","0.0","13284.0","15315.0","750.0","0.0","2666.0","3021.0","146.0","0.0"
"Amelia County","12690","Virginia","128.0","4821","163.0","163.0","15.0","0.0","2770.0","2813.0","429.0","0.0","3910.0","3970.0","781.0","0.0","12441.0","12646.0","2089.0","0.0","1968.0","1994.0","292.0","0.0"
"Amherst County","32353","Virginia","1538.0","12560","309.0","497.0","11.0","0.0","4944.0","6294.0","194.0","0.0","6895.0","9348.0","298.0","0.0","22872.0","29275.0","901.0","0.0","3532.0","4692.0","179.0","0.0"
"Appomattox County","14973","Virginia","56.0","6033","277.0","306.0","36.0","0.0","3115.0","3264.0","210.0","0.0","4311.0","4609.0","306.0","0.0","13915.0","14708.0","1108.0","0.0","2371.0","2556.0","240.0","0.0"
"Arlington County","207627","Virginia","2892.0","98050","3.0","1852.0","0.0","0.0","1185.0","12412.0","0.0","0.0","163.0","8119.0","0.0","0.0","4799.0","60765.0","0.0","0.0","763.0","6598.0","0.0","0.0"
"Augusta County","73750","Virginia","2708.0","28516","917.0","1129.0","48.0","0.0","12540.0","14664.0","364.0","0.0","16090.0","18706.0","580.0","0.0","58956.0","68815.0","1729.0","0.0","9388.0","11061.0","298.0","0.0"
"Bath County","4731","Virginia","53.0","2162","54.0","54.0","8.0","0.0","755.0","767.0","168.0","0.0","1904.0","1947.0","496.0","0.0","4437.0","4516.0","1005.0","0.0","975.0","999.0","221.0","0.0"
"Bedford County","74898","Virginia","287.0","30092","557.0","847.0","17.0","0.0","13621.0","15478.0","359.0","0.0","14305.0","16439.0","317.0","0.0","61467.0","70101.0","1599.0","0.0","10033.0","11700.0","268.0","0.0"
"Bland County","6824","Virginia","686.0","2566","109.0","112.0","9.0","0.0","1123.0","1177.0","135.0","0.0","1633.0","1708.0","355.0","0.0","6355.0","6622.0","1333.0","0.0","1103.0","1152.0","136.0","0.0"
"Botetourt County","33148","Virginia","275.0","13126","402.0","470.0","118.0","0.0","6413.0","7147.0","1236.0","0.0","6852.0","7311.0","1709.0","0.0","28799.0","31903.0","5777.0","0.0","4486.0","5129.0","1025.0","0.0"
